"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus","dupe_dataset"
"BOTH",9941310,"c8227bb4-4143-443f-8cb2-51f9576aff14","4666034",NA,NA,"Neocarus spelaion Bernardi, 2018","Bernardi, 2018","Neocarus spelaion","Neocarus","spelaion",NA,"species",NA,"Bernardi, Leopoldo F. De O. & Elmir L. Borges-Filho. 2018. Neocarus spelaion sp. n. (Parasitiformes, Opilioacaridae), a new species of cave dwelling Neocarus from Minas Gerais state, Brazil. Subterranean Biology 27: 1-15.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Opilioacarida","Opilioacaridae","Neocarus","GBIF"
"BOTH",4545865,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","8261408",NA,NA,"Eremaeus ornatus Mihelcic, 1957","Mihelcic, 1957","Eremaeus ornatus","Eremaeus","ornatus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Eremaeidae","Eremaeus","GBIF"
"BOTH",10606483,"c7e77181-d702-4db5-8380-4ffe58ff56ed","4666034",NA,NA,"Neocarus spelaion Chamberlin & Mulaik, 1942","Chamberlin & Mulaik, 1942","Neocarus spelaion","Neocarus","spelaion",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Neocarus spelaion Bernardi, 2018","Animalia","Arthropoda","Arachnida","Opilioacarida","Opilioacaridae","Neocarus","GBIF"
"BOTH",8074134,"92b8222c-9e7a-4036-bbba-d741bf871912","2180393",NA,NA,"Neumania armata Nayar, 1969","Nayar, 1969","Neumania armata","Neumania","armata",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Neumania armata Marshall, 1922","Animalia","Arthropoda","Arachnida","Trombidiformes","Unionicolidae","Neumania","GBIF"
"BOTH",4545853,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","8261408",NA,NA,"Eremaeus ovalis Mihelcic, 1955","Mihelcic, 1955","Eremaeus ovalis","Eremaeus","ovalis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Eremaeidae","Eremaeus","GBIF"
"BOTH",10629335,"05fd6db0-0ef9-4bec-ba01-a5a3bf3aad7c","8883159",NA,NA,"Laelaspis dariusi A.Berlese, 1903","A.Berlese, 1903","Laelaspis dariusi","Laelaspis","dariusi",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Laelaspis dariusi Joharchi & Jalaeian, 2012","Animalia","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Laelaspis","GBIF"
"BOTH",4546149,"de8934f4-a136-481c-a87a-b0b202b80a31","2190835","2190847",NA,"Eporibatula gessneri C.Willmann, 1932","C.Willmann, 1932","Eporibatula gessneri","Eporibatula","gessneri",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Phauloppia","GBIF"
"BOTH",4546481,"2d59e5db-57ad-41ff-97d6-11f5fb264527","2188419","2188430",NA,"Brachychochthonius immaculatus Forsslund, 1942","Forsslund, 1942","Brachychochthonius immaculatus","Brachychochthonius","immaculatus",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Brachychthoniidae","Sellnickochthonius","GBIF"
"BOTH",4546463,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188419",NA,NA,"Brachychochthonius furcatus Weis-Fogh, 1948","Weis-Fogh, 1948","Brachychochthonius furcatus","Brachychochthonius","furcatus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Brachychthoniidae","Sellnickochthonius","GBIF"
"BOTH",5775228,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2188419","2188430",NA,"Brachychthonius gygeri Schweizer, 1963","Schweizer, 1963","Brachychthonius gygeri","Brachychthonius","gygeri",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Brachychthoniidae","Sellnickochthonius","GBIF"
"BOTH",7608269,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","2181035","4542113",NA,"Arrenurus ornatus Viets, 1950","Viets, 1950","Arrenurus ornatus","Arrenurus","ornatus",NA,"species",NA,NA,"heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Arrenuridae","Arrenurus","GBIF"
"BOTH",4545143,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2199024",NA,NA,"Mesoplophora pectinata Mahunka, 1979","Mahunka, 1979","Mesoplophora pectinata","Mesoplophora","pectinata",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Mesoplophoridae","Mesoplophora","GBIF"
"BOTH",9610502,"c8227bb4-4143-443f-8cb2-51f9576aff14","8828009",NA,NA,"Kleemannia miranda Mašán, 2017","Mašán, 2017","Kleemannia miranda","Kleemannia","miranda",NA,"species",NA,"Mašán, Peter. 2017. A revision of the family Ameroseiidae (Acari, Mesostigmata), with some data on Slovak fauna. ZooKeys 704: 1-228.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ameroseiidae","Kleemannia","GBIF"
"BOTH",2191005,"7ddf754f-d193-4cc9-b351-99906754a03b","2190922",NA,NA,"Oribatula robusta Iordansky, 1991","Iordansky, 1991","Oribatula robusta","Oribatula","robusta",NA,"species",NA,NA,"accepted",NA,"Possible variant of Oribatula robusta (Grobler, 1993)","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Oribatula","GBIF"
"BOTH",2199032,"7ddf754f-d193-4cc9-b351-99906754a03b","2199024",NA,NA,"Mesoplophora pertenuis Niedbala, 2001","Niedbala, 2001","Mesoplophora pertenuis","Mesoplophora","pertenuis",NA,"species",NA,NA,"accepted",NA,"Possible variant of Mesoplophora pertenuis Niedbala, 2006","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Mesoplophoridae","Mesoplophora","GBIF"
"BOTH",9290520,"f40d3cf7-97b2-4bc8-bdbb-9156ffa47c2f","8828009",NA,NA,"Kleemannia miranda Oudemans, 1930","Oudemans, 1930","Kleemannia miranda","Kleemannia","miranda",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Kleemannia miranda Mašán, 2017","Animalia","Arthropoda","Arachnida","Mesostigmata","Ameroseiidae","Kleemannia","GBIF"
"BOTH",9288945,"f40d3cf7-97b2-4bc8-bdbb-9156ffa47c2f","8828009",NA,NA,"Kleemannia dolichochaeta Oudemans, 1930","Oudemans, 1930","Kleemannia dolichochaeta","Kleemannia","dolichochaeta",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Kleemannia dolichochaeta Mašán, 2017","Animalia","Arthropoda","Arachnida","Mesostigmata","Ameroseiidae","Kleemannia","GBIF"
"BOTH",9299169,"c8227bb4-4143-443f-8cb2-51f9576aff14","8828009",NA,NA,"Kleemannia dolichochaeta Mašán, 2017","Mašán, 2017","Kleemannia dolichochaeta","Kleemannia","dolichochaeta",NA,"species",NA,"Mašán, Peter. 2017. A revision of the family Ameroseiidae (Acari, Mesostigmata), with some data on Slovak fauna. ZooKeys 704: 1-228.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ameroseiidae","Kleemannia","GBIF"
"BOTH",2191801,"7ddf754f-d193-4cc9-b351-99906754a03b","8110195",NA,NA,"Carabodes ornatus Storkán, 1925","Storkán, 1925","Carabodes ornatus","Carabodes","ornatus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Carabodidae","Carabodes","GBIF"
"BOTH",8455017,"7ddf754f-d193-4cc9-b351-99906754a03b","9137255",NA,NA,"Typhlodromips mangleae De Leon, 1967","De Leon, 1967","Typhlodromips mangleae","Typhlodromips","mangleae",NA,"species",NA,"De Leon, D. Some mites of the Caribbean Area. Part I. Acarina on plants in Trinidad, West Indies. Allen Press Inc., Lawrence, Kansas, USA, pp. 1–66. (1967).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromips","GBIF"
"BOTH",7516555,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","7534409","2185814",NA,"Typhlodromus intermedius Bernhard, 1963","Bernhard, 1963","Typhlodromus intermedius","Typhlodromus","intermedius",NA,"species",NA,NA,"heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","GBIF"
"BOTH",2191539,"7ddf754f-d193-4cc9-b351-99906754a03b","2191538",NA,"4546263","Microzetorchestes emeryi (Coggi, 1898)","(Coggi, 1898)","Microzetorchestes emeryi","Microzetorchestes","emeryi",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Zetorchestidae","Microzetorchestes","GBIF"
"BOTH",8941888,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2193901","4546320",NA,"Leiosoma globosum C.L.Koch, 1884","C.L.Koch, 1884","Leiosoma globosum","Leiosoma","globosum",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Liacaridae","Liacarus","GBIF"
"BOTH",7985536,"2d59e5db-57ad-41ff-97d6-11f5fb264527","2180728","4337620",NA,"Halacarus loricatus Lohmann, 1889","Lohmann, 1889","Halacarus loricatus","Halacarus","loricatus",NA,"species",NA,"Lohmann, H. (1889). Die Unterfamilie der Halacaridae Murr.  und die Meeresmilben der Ostsee. <em>Zool.  Jb.  (Syst.).</em> 4: 269-408.","homotypicSynonym",NA,"Originally found in sources as doubtful taxon within Halacarus Gosse, 1855","Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus","GBIF"
"BOTH",7794789,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2196998","2197018",NA,"Oppia hungarica Bayoumi, 1979","Bayoumi, 1979","Oppia hungarica","Oppia","hungarica",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oppiidae","Berniniella","GBIF"
"BOTH",7799151,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","9137255","2188037",NA,"Zercon similis Koch, 1839","Koch, 1839","Zercon similis","Zercon","similis",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromips","GBIF"
"BOTH",9966252,"6a7007c0-b34f-42dd-9605-cf8c1d79b1ca","2190866",NA,NA,"Oribates punctum Latreille, 1802","Latreille, 1802","Oribates punctum","Oribates","punctum",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",10379836,"d18ce5de-7a4c-49ac-a7a4-4d7072f3c86c","2190866",NA,NA,"Oribates coracinus Latreille, 1802","Latreille, 1802","Oribates coracinus","Oribates","coracinus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",10135485,"fd01a414-86b6-41d4-a493-e7af40487a3d","2190866",NA,NA,"Oribates globulus Latreille, 1802","Latreille, 1802","Oribates globulus","Oribates","globulus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",10215082,"10f5a79c-f1ce-4e65-896b-633a4b165edb","2190866",NA,NA,"Oribates calcaratus Latreille, 1802","Latreille, 1802","Oribates calcaratus","Oribates","calcaratus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",10374601,"f239c787-e431-4a16-8df8-0acf9699b055","4336760",NA,NA,"Lasioseius levis A.Berlese, 1916","A.Berlese, 1916","Lasioseius levis","Lasioseius","levis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"BOTH",9913905,"f239c787-e431-4a16-8df8-0acf9699b055","4336760",NA,NA,"Lasioseius salinus A.Berlese, 1916","A.Berlese, 1916","Lasioseius salinus","Lasioseius","salinus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"BOTH",10512564,"19bd58dc-e7ca-4c55-891d-34a38e841887","2190866",NA,NA,"Oribates gilvipes Latreille, 1802","Latreille, 1802","Oribates gilvipes","Oribates","gilvipes",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",10561874,"e84a1c89-796a-4958-91e0-d96199f0d579","2190866",NA,NA,"Oribates mollicomus Latreille, 1802","Latreille, 1802","Oribates mollicomus","Oribates","mollicomus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",9266691,"c8227bb4-4143-443f-8cb2-51f9576aff14","4408270",NA,NA,"Ameroseius renatae Mašán, 2017","Mašán, 2017","Ameroseius renatae","Ameroseius","renatae",NA,"species",NA,"Mašán, Peter. 2017. A revision of the family Ameroseiidae (Acari, Mesostigmata), with some data on Slovak fauna. ZooKeys 704: 1-228.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ameroseiidae","Ameroseius","GBIF"
"BOTH",9491828,"dfbaa388-ef49-41b0-9c0d-a6ea1f875806","4662890",NA,NA,"Laelaspisella elsae Marais & Loots, 1969","Marais & Loots, 1969","Laelaspisella elsae","Laelaspisella","elsae",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Laelaspisella elsae Joharchi, Babaeian & Jalalizand, 2016","Animalia","Arthropoda","Arachnida","Mesostigmata","Dermanyssidae","Laelaspisella","GBIF"
"BOTH",2185147,"7ddf754f-d193-4cc9-b351-99906754a03b","2185132",NA,NA,"Rhodacarus pallidus Hull, 1918","Hull, 1918","Rhodacarus pallidus","Rhodacarus","pallidus",NA,"species",NA,"Hull, J.E. Terrestrial Acari of the Tyne Province. Transactions of the Natural History Society of Northumberland, Durham and Newcastle- upon- Tyne n.s., Newcastle, v. 5, p. 13-88. (1918).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Rhodacaridae","Rhodacarus","GBIF"
"BOTH",10077881,"52144954-aae5-4df0-8542-33758ff3ed3d","2190866",NA,NA,"Oribates ovatus Latreille, 1802","Latreille, 1802","Oribates ovatus","Oribates","ovatus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",10198355,"61552773-4a5c-43e7-afb7-953498df2b23","2190866",NA,NA,"Oribates orbicularis Latreille, 1802","Latreille, 1802","Oribates orbicularis","Oribates","orbicularis",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",9979809,"f239c787-e431-4a16-8df8-0acf9699b055","4407608",NA,NA,"Eviphis siculus A.Berlese, 1903","A.Berlese, 1903","Eviphis siculus","Eviphis","siculus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Eviphididae","Eviphis","GBIF"
"BOTH",6886471,"d51d750d-3374-4f2c-81ff-860b8e592da4","4336760",NA,NA,"Lasioseius marinus Willmann, 1952","Willmann, 1952","Lasioseius marinus","Lasioseius","marinus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"BOTH",10360990,"e6c1b6d1-1325-4ee3-a133-115f0c333cf6","2190866",NA,NA,"Oribates setosus Latreille, 1802","Latreille, 1802","Oribates setosus","Oribates","setosus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",10094653,"1643ebe7-db5d-4f63-a958-7b07f29adac7","2190866",NA,NA,"Oribates fuscipes Latreille, 1802","Latreille, 1802","Oribates fuscipes","Oribates","fuscipes",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",4548623,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4336760",NA,NA,"Lasioseius vitzthumi Stammer, 1963","Stammer, 1963","Lasioseius vitzthumi","Lasioseius","vitzthumi",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"BOTH",4548609,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4336760",NA,NA,"Lasioseius similis Berlese, 1916","Berlese, 1916","Lasioseius similis","Lasioseius","similis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"BOTH",8824566,"c8227bb4-4143-443f-8cb2-51f9576aff14","4662890",NA,NA,"Laelaspisella elsae Joharchi, Babaeian & Jalalizand, 2016","Joharchi, Babaeian & Jalalizand, 2016","Laelaspisella elsae","Laelaspisella","elsae",NA,"species",NA,"Joharchi, Omid, Esmaeil Babaeian & Alireza Jalalizand. 2016. Review of the genus Laelaspisella Marais & Loots, with the description of a new species from Iran (Acari, Laelapidae). ZooKeys 549: 13–22.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Dermanyssidae","Laelaspisella","GBIF"
"BOTH",8720271,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2185132",NA,NA,"Rhodacarus pallidus Willmann, 1935","Willmann, 1935","Rhodacarus pallidus","Rhodacarus","pallidus",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Rhodacarus pallidus Hull, 1918","Animalia","Arthropoda","Arachnida","Mesostigmata","Rhodacaridae","Rhodacarus","GBIF"
"BOTH",10171052,"27b33fd8-6254-4910-af82-554e68f3f670","2190866",NA,NA,"Oribates picipes Latreille, 1802","Latreille, 1802","Oribates picipes","Oribates","picipes",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",10437824,"1157b3af-bf1c-402c-a02c-395b106de1df","2190866",NA,NA,"Oribates subterraneus Latreille, 1802","Latreille, 1802","Oribates subterraneus","Oribates","subterraneus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatulidae","Lucoppia","GBIF"
"BOTH",9489374,"f40d3cf7-97b2-4bc8-bdbb-9156ffa47c2f","4408270",NA,NA,"Ameroseius renatae Berlese, 1903","Berlese, 1903","Ameroseius renatae","Ameroseius","renatae",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Ameroseius renatae Mašán, 2017","Animalia","Arthropoda","Arachnida","Mesostigmata","Ameroseiidae","Ameroseius","GBIF"
"BOTH",4548621,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4336760",NA,"4548622","Lasioseius berlesei (Oudemans, 1938)","(Oudemans, 1938)","Lasioseius berlesei","Lasioseius","berlesei",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"BOTH",10130285,"f239c787-e431-4a16-8df8-0acf9699b055","4336760",NA,NA,"Lasioseius marinus A.Berlese, 1916","A.Berlese, 1916","Lasioseius marinus","Lasioseius","marinus",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Lasioseius marinus Willmann, 1952","Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"BOTH",2191198,"7ddf754f-d193-4cc9-b351-99906754a03b","2191197",NA,NA,"Mochlozetes grandis Wang & Lu, 1996","Wang & Lu, 1996","Mochlozetes grandis","Mochlozetes","grandis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Mochlozetidae","Mochlozetes","GBIF"
"BOTH",2195211,"7ddf754f-d193-4cc9-b351-99906754a03b","2195175",NA,NA,"Oribatella serrata Balogh & Mahunka, 1969","Balogh & Mahunka, 1969","Oribatella serrata","Oribatella","serrata",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatellidae","Oribatella","GBIF"
"BOTH",9048752,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","8322621","2188230",NA,"Pachylaelaps siculus Oudemans, 1905","Oudemans, 1905","Pachylaelaps siculus","Pachylaelaps","siculus",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Eviphididae","Alliphis","GBIF"
"BOTH",7351427,"de8934f4-a136-481c-a87a-b0b202b80a31","8322621","2188230",NA,"Eviphis siculus Oudemans, 1905","Oudemans, 1905","Eviphis siculus","Eviphis","siculus",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Eviphididae","Alliphis","GBIF"
"BOTH",9724631,"a6c6cead-b5ce-4a4e-8cf5-1542ba708dec","4336760",NA,"4548617","Lasioseius muricatus (C.L.Koch, 1839)","(C.L.Koch, 1839)","Lasioseius muricatus","Lasioseius","muricatus",NA,"species",NA,"Checklist of Norwegian mesostigmatid mites (Acari, Mesostigmata). Norw. J. Entomol. 52, 117-125.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"BOTH",7367113,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4336745","4546574",NA,"Oribates picipes C.L.Koch, 1840","C.L.Koch, 1840","Oribates picipes","Oribates","picipes",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Ceratozetidae","Trichoribates","GBIF"
"BOTH",8848880,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","8883159","4548824",NA,"Iphis astronomica C.L.Koch, 1839","C.L.Koch, 1839","Iphis astronomica","Iphis","astronomica",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Laelaspis","GBIF"
"BOTH",4547736,"de8934f4-a136-481c-a87a-b0b202b80a31","4405309",NA,NA,"Proctophyllodes macedo Vitzthum, 1922","Vitzthum, 1922","Proctophyllodes macedo","Proctophyllodes","macedo",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Proctophyllodes","GBIF"
"BOTH",8806069,"c8227bb4-4143-443f-8cb2-51f9576aff14","9173706",NA,NA,"Trouessartia cyanouropterae Constantinescu, 2016","Constantinescu, 2016","Trouessartia cyanouropterae","Trouessartia","cyanouropterae",NA,"species",NA,"Constantinescu, Ioana C., Ioana Cobzaru, D. K. B. Mukhim & Costica Adam. 2016. Two new species of the genus Trouessartia (Acari, Trouessartiidae) from laughingthrushes (Passeriformes, Leiothrichidae). ZooKeys 571: 59–79.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Trouessartiidae","Trouessartia","GBIF"
