"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","subclass","superorder","order","suborder","infraorder","hyporder","superfamily","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"UMZM",1706,NA,NA,NA,NA,NA,NA,NA,"Arunsithiana ilosi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Arunsithiana",NA,"ilosi",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Arunsithiana ilosi"
"UMZM",1707,NA,NA,NA,NA,NA,NA,NA,"Arunsithiana latipes",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Arunsithiana",NA,"latipes",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Arunsithiana latipes"
"UMZM",1708,NA,NA,NA,NA,NA,NA,NA,"Arunsithiana quadrata",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Arunsithiana",NA,"quadrata",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Arunsithiana quadrata"
"UMZM",1709,NA,NA,NA,NA,NA,NA,NA,"Arunsithiana spicantis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Arunsithiana",NA,"spicantis",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Arunsithiana spicantis"
"UMZM",1710,NA,NA,NA,NA,NA,NA,NA,"Arunsithiana squarrosa",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Arunsithiana",NA,"squarrosa",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Arunsithiana squarrosa"
"UMZM",1712,NA,NA,NA,NA,NA,NA,NA,"Athogavia arybbasi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Athogavia",NA,"arybbasi",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Athogavia arybbasi"
"UMZM",1713,NA,NA,NA,NA,NA,NA,NA,"Athogavia assamica",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Athogavia",NA,"assamica",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Athogavia assamica"
"UMZM",1714,NA,NA,NA,NA,NA,NA,NA,"Athogavia borneoica",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Athogavia",NA,"borneoica",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Athogavia borneoica"
"UMZM",1715,NA,NA,NA,NA,NA,NA,NA,"Athogavia gamana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Athogavia",NA,"gamana",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Athogavia gamana"
"UMZM",1716,NA,NA,NA,NA,NA,NA,NA,"Athogavia ganzanica",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Athogavia",NA,"ganzanica",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Athogavia ganzanica"
"UMZM",1717,NA,NA,NA,NA,NA,NA,NA,"Athogavia nosiana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Athogavia",NA,"nosiana",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Athogavia nosiana"
"UMZM",1718,NA,NA,NA,NA,NA,NA,NA,"Athogavia scagana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Athogavia",NA,"scagana",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Athogavia scagana"
"UMZM",1720,NA,NA,NA,NA,NA,NA,NA,"Aurilossongia bolanica",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Aurilossongia",NA,"bolanica",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Aurilossongia bolanica"
"UMZM",1721,NA,NA,NA,NA,NA,NA,NA,"Aurilossongia dioni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Aurilossongia",NA,"dioni",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Aurilossongia dioni"
"UMZM",1722,NA,NA,NA,NA,NA,NA,NA,"Aurilossongia fileasi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Aurilossongia",NA,"fileasi",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Aurilossongia fileasi"
"UMZM",1723,NA,NA,NA,NA,NA,NA,NA,"Aurilossongia gaurana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Aurilossongia",NA,"gaurana",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Aurilossongia gaurana"
"UMZM",1724,NA,NA,NA,NA,NA,NA,NA,"Aurilossongia hoaria",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Aurilossongia",NA,"hoaria",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Aurilossongia hoaria"
"UMZM",1725,NA,NA,NA,NA,NA,NA,NA,"Aurilossongia norae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Aurilossongia",NA,"norae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Aurilossongia norae"
"UMZM",1727,NA,NA,NA,NA,NA,NA,NA,"Averithiana anoni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Averithiana",NA,"anoni",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Averithiana anoni"
"UMZM",1729,NA,NA,NA,NA,NA,NA,NA,"Barbiangia alvari",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Barbiangia",NA,"alvari",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Barbiangia alvari"
"UMZM",1730,NA,NA,NA,NA,NA,NA,NA,"Barbiangia elongata",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Barbiangia",NA,"elongata",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Barbiangia elongata"
"UMZM",1731,NA,NA,NA,NA,NA,NA,NA,"Barbiangia ethiopica",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Barbiangia",NA,"ethiopica",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Barbiangia ethiopica"
"UMZM",1733,NA,NA,NA,NA,NA,NA,NA,"Beeriphotia volkeri",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Beeriphotia",NA,"volkeri",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Beeriphotia volkeri"
"UMZM",1735,NA,NA,NA,NA,NA,NA,NA,"Bibulothiana albertae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Bibulothiana",NA,"albertae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Bibulothiana albertae"
"UMZM",1736,NA,NA,NA,NA,NA,NA,NA,"Bibulothiana brevispinata",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Bibulothiana",NA,"brevispinata",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Bibulothiana brevispinata"
"UMZM",1737,NA,NA,NA,NA,NA,NA,NA,"Bibulothiana cyriaki",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Bibulothiana",NA,"cyriaki",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Bibulothiana cyriaki"
"UMZM",1738,NA,NA,NA,NA,NA,NA,NA,"Bibulothiana everittae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Bibulothiana",NA,"everittae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Bibulothiana everittae"
"UMZM",1739,NA,NA,NA,NA,NA,NA,NA,"Bibulothiana oswaldi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Bibulothiana",NA,"oswaldi",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Bibulothiana oswaldi"
"UMZM",1740,NA,NA,NA,NA,NA,NA,NA,"Bibulothiana vatia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Bibulothiana",NA,"vatia",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Bibulothiana vatia"
"UMZM",1742,NA,NA,NA,NA,NA,NA,NA,"Bircericola bertrami",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Bircericola",NA,"bertrami",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Bircericola bertrami"
"UMZM",1744,NA,NA,NA,NA,NA,NA,NA,"Boetophela cassandrae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"cassandrae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela cassandrae"
"UMZM",1745,NA,NA,NA,NA,NA,NA,NA,"Boetophela ephraimi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"ephraimi",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela ephraimi"
"UMZM",1746,NA,NA,NA,NA,NA,NA,NA,"Boetophela erhardi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"erhardi",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela erhardi"
"UMZM",1747,NA,NA,NA,NA,NA,NA,NA,"Boetophela ginae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"ginae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela ginae"
"UMZM",1748,NA,NA,NA,NA,NA,NA,NA,"Boetophela robertsoni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"robertsoni",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela robertsoni"
"UMZM",1749,NA,NA,NA,NA,NA,NA,NA,"Boetophela silvanae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"silvanae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela silvanae"
"UMZM",1750,NA,NA,NA,NA,NA,NA,NA,"Boetophela sybillae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"sybillae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela sybillae"
"UMZM",1751,NA,NA,NA,NA,NA,NA,NA,"Boetophela symeoni",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"symeoni",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela symeoni"
"UMZM",1752,NA,NA,NA,NA,NA,NA,NA,"Boetophela werneri",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boetophela",NA,"werneri",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boetophela werneri"
"UMZM",1754,NA,NA,NA,NA,NA,NA,NA,"Boleohylla garrica",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boleohylla",NA,"garrica",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boleohylla garrica"
"UMZM",1755,NA,NA,NA,NA,NA,NA,NA,"Boleohylla kiogana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Boleohylla",NA,"kiogana",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Boleohylla kiogana"
"UMZM",1757,NA,NA,NA,NA,NA,NA,NA,"Camirohylla feziana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Camirohylla",NA,"feziana",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Camirohylla feziana"
"UMZM",1759,NA,NA,NA,NA,NA,NA,NA,"Canestrinia damiani",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"damiani",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia damiani"
"UMZM",1760,NA,NA,NA,NA,NA,NA,NA,"Canestrinia dorcicola",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"dorcicola",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia dorcicola"
"UMZM",1761,NA,NA,NA,NA,NA,NA,NA,"Canestrinia javensis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"javensis",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia javensis"
"UMZM",1762,NA,NA,NA,NA,NA,NA,NA,"Canestrinia macgillavryi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"macgillavryi",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia macgillavryi"
"UMZM",1763,NA,NA,NA,NA,NA,NA,NA,"Canestrinia microdisca",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"microdisca",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia microdisca"
"UMZM",1764,NA,NA,NA,NA,NA,NA,NA,"Canestrinia nepalensis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"nepalensis",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia nepalensis"
"UMZM",1765,NA,NA,NA,NA,NA,NA,NA,"Canestrinia pentodontis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"pentodontis",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia pentodontis"
"UMZM",1766,NA,NA,NA,NA,NA,NA,NA,"Canestrinia remigans",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"remigans",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia remigans"
"UMZM",1767,NA,NA,NA,NA,NA,NA,NA,"Canestrinia roberti",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestrinia",NA,"roberti",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestrinia roberti"
"UMZM",1769,NA,NA,NA,NA,NA,NA,NA,"Canestriniella amplexans",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestriniella",NA,"amplexans",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestriniella amplexans"
"UMZM",1770,NA,NA,NA,NA,NA,NA,NA,"Canestriniella batocerae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestriniella",NA,"batocerae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestriniella batocerae"
"UMZM",1771,NA,NA,NA,NA,NA,NA,NA,"Canestriniella elae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestriniella",NA,"elae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestriniella elae"
"UMZM",1772,NA,NA,NA,NA,NA,NA,NA,"Canestriniella phoebinae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestriniella",NA,"phoebinae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestriniella phoebinae"
"UMZM",1773,NA,NA,NA,NA,NA,NA,NA,"Canestriniella togata",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Canestriniella",NA,"togata",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Canestriniella togata"
"UMZM",1775,NA,NA,NA,NA,NA,NA,NA,"Caraboecius coriacei",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Caraboecius",NA,"coriacei",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Caraboecius coriacei"
"UMZM",1777,NA,NA,NA,NA,NA,NA,NA,"Cetonicola hispidus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Cetonicola",NA,"hispidus",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Cetonicola hispidus"
"UMZM",1778,NA,NA,NA,NA,NA,NA,NA,"Cetonicola isadorae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Cetonicola",NA,"isadorae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Cetonicola isadorae"
"UMZM",1779,NA,NA,NA,NA,NA,NA,NA,"Cetonicola maritae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Cetonicola",NA,"maritae",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Cetonicola maritae"
"UMZM",1780,NA,NA,NA,NA,NA,NA,NA,"Cetonicola orestesi",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Cetonicola",NA,"orestesi",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Cetonicola orestesi"
"UMZM",1781,NA,NA,NA,NA,NA,NA,NA,"Cetonicola vatus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Cetonicola",NA,"vatus",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Cetonicola vatus"
"UMZM",1783,NA,NA,NA,NA,NA,NA,NA,"Chelinochroa dictyophora",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Chelinochroa",NA,"dictyophora",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Chelinochroa dictyophora"
"UMZM",1785,NA,NA,NA,NA,NA,NA,NA,"Cnecoderma dolichopoda",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Cnecoderma",NA,"dolichopoda",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Cnecoderma dolichopoda"
"UMZM",1786,NA,NA,NA,NA,NA,NA,NA,"Cnecoderma ovalis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Cnecoderma",NA,"ovalis",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Cnecoderma ovalis"
"UMZM",1788,NA,NA,NA,NA,NA,NA,NA,"Coleopterophagus albini",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Coleopterophagus",NA,"albini",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Coleopterophagus albini"
"UMZM",1789,NA,NA,NA,NA,NA,NA,NA,"Coleopterophagus baali",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Coleopterophagus",NA,"baali",NA,"species",NA,NA,NA,NA,NA,NA,NA,"Coleopterophagus baali"
