"TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","subclass","superorder","order","suborder","infraorder","hyporder","superfamily","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"UMZM",1611,NA,NA,NA,NA,NA,NA,NA,NA,"Tectingrassia truncatifolia Gaud, 1972",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Ingrassiinae",NA,NA,"Tectingrassia",NA,"truncatifolia",NA,"species",NA,"Gaud, 1972",NA,NA,NA,NA,NA,"Tectingrassia truncatifolia"
"UMZM",1613,NA,NA,NA,NA,NA,NA,NA,NA,"Vingrassia cygni Mironov & Galloway, 2002",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Ingrassiinae",NA,NA,"Vingrassia",NA,"cygni",NA,"species",NA,"Mironov & Galloway, 2002",NA,NA,NA,NA,NA,"Vingrassia cygni"
"UMZM",1614,NA,NA,NA,NA,NA,NA,NA,NA,"Vingrassia velata (Mégnin, 1877)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Ingrassiinae",NA,NA,"Vingrassia",NA,"velata",NA,"species",NA,"(Mégnin, 1877)",NA,NA,NA,NA,NA,"Vingrassia velata"
"UMZM",1617,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrassiella acromiacantha Gaud, 1962",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Ingrassiella",NA,"acromiacantha",NA,"species",NA,"Gaud, 1962",NA,NA,NA,NA,NA,"Ingrassiella acromiacantha"
"UMZM",1618,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrassiella calcarata Cerny, 1975",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Ingrassiella",NA,"calcarata",NA,"species",NA,"Cerny, 1975",NA,NA,NA,NA,NA,"Ingrassiella calcarata"
"UMZM",1619,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrassiella crassipoda Gaud, 1970",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Ingrassiella",NA,"crassipoda",NA,"species",NA,"Gaud, 1970",NA,NA,NA,NA,NA,"Ingrassiella crassipoda"
"UMZM",1620,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrassiella discigera Gaud, 1973",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Ingrassiella",NA,"discigera",NA,"species",NA,"Gaud, 1973",NA,NA,NA,NA,NA,"Ingrassiella discigera"
"UMZM",1621,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrassiella listrophoroides Dubinin, 1953",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Ingrassiella",NA,"listrophoroides",NA,"species",NA,"Dubinin, 1953",NA,NA,NA,NA,NA,"Ingrassiella listrophoroides"
"UMZM",1622,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrassiella melanopogoni Constantinescu, 2013",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Ingrassiella",NA,"melanopogoni",NA,"species",NA,"Constantinescu, 2013",NA,NA,NA,NA,NA,"Ingrassiella melanopogoni"
"UMZM",1623,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrassiella spinosa (Trouessart & Neumann, 1888)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Ingrassiella",NA,"spinosa",NA,"species",NA,"(Trouessart & Neumann, 1888)",NA,NA,NA,NA,NA,"Ingrassiella spinosa"
"UMZM",1625,NA,NA,NA,NA,NA,NA,NA,NA,"Tucanalges podagrosus Gaud & Atyeo, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Tucanalges",NA,"podagrosus",NA,"species",NA,"Gaud & Atyeo, 1981",NA,NA,NA,NA,NA,"Tucanalges podagrosus"
"UMZM",1627,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalges scaurus Trouessart, 1885",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalges",NA,"scaurus",NA,"species",NA,"Trouessart, 1885",NA,NA,NA,NA,NA,"Xolalges scaurus"
"UMZM",1629,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides alexeevi Chirov & Mironov, 1983",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"alexeevi",NA,"species",NA,"Chirov & Mironov, 1983",NA,NA,NA,NA,NA,"Xolalgoides alexeevi"
"UMZM",1630,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides analginus (Trouessart, 1886)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"analginus",NA,"species",NA,"(Trouessart, 1886)",NA,NA,NA,NA,NA,"Xolalgoides analginus"
"UMZM",1631,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides arrhenurus (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"arrhenurus",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides arrhenurus"
"UMZM",1632,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides astacopodus (Trouessart & Neumann, 1888)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"astacopodus",NA,"species",NA,"(Trouessart & Neumann, 1888)",NA,NA,NA,NA,NA,"Xolalgoides astacopodus"
"UMZM",1633,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides diplospilus (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"diplospilus",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides diplospilus"
"UMZM",1634,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides ditrichus (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"ditrichus",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides ditrichus"
"UMZM",1635,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides eleophorus (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"eleophorus",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides eleophorus"
"UMZM",1636,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides glossopus (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"glossopus",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides glossopus"
"UMZM",1637,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides gyrothyrus (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"gyrothyrus",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides gyrothyrus"
"UMZM",1638,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides nanus (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"nanus",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides nanus"
"UMZM",1639,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides palliatus (Trouessart, 1889)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"palliatus",NA,"species",NA,"(Trouessart, 1889)",NA,NA,NA,NA,NA,"Xolalgoides palliatus"
"UMZM",1640,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides palmai Mironov & Perez, 2002",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"palmai",NA,"species",NA,"Mironov & Perez, 2002",NA,NA,NA,NA,NA,"Xolalgoides palmai"
"UMZM",1641,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides pessophorus (Trouessart & Neumann, 1888)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"pessophorus",NA,"species",NA,"(Trouessart & Neumann, 1888)",NA,NA,NA,NA,NA,"Xolalgoides pessophorus"
"UMZM",1642,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides pleurophyma (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"pleurophyma",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides pleurophyma"
"UMZM",1643,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides plocei (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"plocei",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides plocei"
"UMZM",1644,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides pteryger (Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"pteryger",NA,"species",NA,"(Gaud & Mouchet, 1959)",NA,NA,NA,NA,NA,"Xolalgoides pteryger"
"UMZM",1645,NA,NA,NA,NA,NA,NA,NA,NA,"Xolalgoides tener Cerny, 1975",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Xolalginae",NA,NA,"Xolalgoides",NA,"tener",NA,"species",NA,"Cerny, 1975",NA,NA,NA,NA,NA,"Xolalgoides tener"
"UMZM",1648,NA,NA,NA,NA,NA,NA,NA,NA,"Beaucournuella loculosa Gaud, 1974",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Zumptiinae",NA,NA,"Beaucournuella",NA,"loculosa",NA,"species",NA,"Gaud, 1974",NA,NA,NA,NA,NA,"Beaucournuella loculosa"
"UMZM",1650,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptosikya protalgoides Gaud, 1961",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Zumptiinae",NA,NA,"Cryptosikya",NA,"protalgoides",NA,"species",NA,"Gaud, 1961",NA,NA,NA,NA,NA,"Cryptosikya protalgoides"
"UMZM",1652,NA,NA,NA,NA,NA,NA,NA,NA,"Dogielacarus uncitibia Dubinin, 1949",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Zumptiinae",NA,NA,"Dogielacarus",NA,"uncitibia",NA,"species",NA,"Dubinin, 1949",NA,NA,NA,NA,NA,"Dogielacarus uncitibia"
"UMZM",1654,NA,NA,NA,NA,NA,NA,NA,NA,"Parazumptia gallinulae Atyeo & Peterson, 1976",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Zumptiinae",NA,NA,"Parazumptia",NA,"gallinulae",NA,"species",NA,"Atyeo & Peterson, 1976",NA,NA,NA,NA,NA,"Parazumptia gallinulae"
"UMZM",1656,NA,NA,NA,NA,NA,NA,NA,NA,"Zumptia dermoglyphoides Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Zumptiinae",NA,NA,"Zumptia",NA,"dermoglyphoides",NA,"species",NA,"Gaud & Mouchet, 1959",NA,NA,NA,NA,NA,"Zumptia dermoglyphoides"
"UMZM",1657,NA,NA,NA,NA,NA,NA,NA,NA,"Zumptia macclurei Atyeo & Peterson, 1976",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Xolalgidae","Zumptiinae",NA,NA,"Zumptia",NA,"macclurei",NA,"species",NA,"Atyeo & Peterson, 1976",NA,NA,NA,NA,NA,"Zumptia macclurei"
"UMZM",1661,NA,NA,NA,NA,NA,NA,NA,NA,"Acrotocarus alutacea (Turk, 1948)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Acrotocarus",NA,"alutacea",NA,"species",NA,"(Turk, 1948)",NA,NA,NA,NA,NA,"Acrotocarus alutacea"
"UMZM",1662,NA,NA,NA,NA,NA,NA,NA,NA,"Acrotocarus crataepus Summers & Schuster, 1979",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Acrotocarus",NA,"crataepus",NA,"species",NA,"Summers & Schuster, 1979",NA,NA,NA,NA,NA,"Acrotocarus crataepus"
"UMZM",1663,NA,NA,NA,NA,NA,NA,NA,NA,"Acrotocarus mirabilis Banks, 1915",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Acrotocarus",NA,"mirabilis",NA,"species",NA,"Banks, 1915",NA,NA,NA,NA,NA,"Acrotocarus mirabilis"
"UMZM",1665,NA,NA,NA,NA,NA,NA,NA,NA,"Afrocanestrinia rufinae Haitlinger, 1995",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Afrocanestrinia",NA,"rufinae",NA,"species",NA,"Haitlinger, 1995",NA,NA,NA,NA,NA,"Afrocanestrinia rufinae"
"UMZM",1666,NA,NA,NA,NA,NA,NA,NA,NA,"Afrocanestrinia samsoni Haitlinger, 1995",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Afrocanestrinia",NA,"samsoni",NA,"species",NA,"Haitlinger, 1995",NA,NA,NA,NA,NA,"Afrocanestrinia samsoni"
"UMZM",1667,NA,NA,NA,NA,NA,NA,NA,NA,"Afrocanestrinia straeleni Cooreman, 1955",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Afrocanestrinia",NA,"straeleni",NA,"species",NA,"Cooreman, 1955",NA,NA,NA,NA,NA,"Afrocanestrinia straeleni"
"UMZM",1669,NA,NA,NA,NA,NA,NA,NA,NA,"Albinorattia igori Haitlinger, 1989",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Albinorattia",NA,"igori",NA,"species",NA,"Haitlinger, 1989",NA,NA,NA,NA,NA,"Albinorattia igori"
"UMZM",1671,NA,NA,NA,NA,NA,NA,NA,NA,"Amansia chrysomelina (Kpch, 1841)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Amansia",NA,"chrysomelina",NA,"species",NA,"(Kpch, 1841)",NA,NA,NA,NA,NA,"Amansia chrysomelina"
"UMZM",1672,NA,NA,NA,NA,NA,NA,NA,NA,"Amansia decorata Trach & Khaustov, 2007",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Amansia",NA,"decorata",NA,"species",NA,"Trach & Khaustov, 2007",NA,NA,NA,NA,NA,"Amansia decorata"
"UMZM",1674,NA,NA,NA,NA,NA,NA,NA,NA,"Amansiella trilobata Khaustov & Eiodelberg, 2001",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Amansiella",NA,"trilobata",NA,"species",NA,"Khaustov & Eiodelberg, 2001",NA,NA,NA,NA,NA,"Amansiella trilobata"
"UMZM",1676,NA,NA,NA,NA,NA,NA,NA,NA,"Ambilohylla favosa Haitlinger, 1990",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Ambilohylla",NA,"favosa",NA,"species",NA,"Haitlinger, 1990",NA,NA,NA,NA,NA,"Ambilohylla favosa"
"UMZM",1678,NA,NA,NA,NA,NA,NA,NA,NA,"Ambpoinophela bernae Haitlinger, 1993",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Ambpoinophela",NA,"bernae",NA,"species",NA,"Haitlinger, 1993",NA,NA,NA,NA,NA,"Ambpoinophela bernae"
"UMZM",1680,NA,NA,NA,NA,NA,NA,NA,NA,"Anaspistes unguiculatus Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Anaspistes",NA,"unguiculatus",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Anaspistes unguiculatus"
"UMZM",1682,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus aristatus Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"aristatus",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus aristatus"
"UMZM",1683,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus cidarfis Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"cidarfis",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus cidarfis"
"UMZM",1684,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus echinatus Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"echinatus",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus echinatus"
"UMZM",1685,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus fulgens Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"fulgens",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus fulgens"
"UMZM",1686,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus fusticulatus Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"fusticulatus",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus fusticulatus"
"UMZM",1687,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus glaber Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"glaber",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus glaber"
"UMZM",1688,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus luroris Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"luroris",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus luroris"
"UMZM",1689,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus paxillus Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"paxillus",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus paxillus"
"UMZM",1690,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus petilus Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"petilus",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus petilus"
"UMZM",1691,NA,NA,NA,NA,NA,NA,NA,NA,"Apalotacarus protensus Summers & Schuster, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Canestrinioidea","Canestriniidae",NA,NA,NA,"Apalotacarus",NA,"protensus",NA,"species",NA,"Summers & Schuster, 1981",NA,NA,NA,NA,NA,"Apalotacarus protensus"
