"TPTdataset","TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","subclass","superorder","order","suborder","infraorder","hyporder","superfamily","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"UMZM",602,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes conopophilae Lukoschus & Lombert, 1979",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"conopophilae",NA,"species",NA,"Lukoschus & Lombert, 1979",NA,NA,NA,NA,NA,"Calamicoptes conopophilae"
"UMZM",603,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes fringillae Lombert, Kethley & Lukoschus, 1979",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"fringillae",NA,"species",NA,"Lombert, Kethley & Lukoschus, 1979",NA,NA,NA,NA,NA,"Calamicoptes fringillae"
"UMZM",604,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes galli Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"galli",NA,"species",NA,"Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,"Calamicoptes galli"
"UMZM",605,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes hymenopterus (Jones & Gaud, 1962)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"hymenopterus",NA,"species",NA,"(Jones & Gaud, 1962)",NA,NA,NA,NA,NA,"Calamicoptes hymenopterus"
"UMZM",606,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes lomberti Fain & Perez, 1990",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"lomberti",NA,"species",NA,"Fain & Perez, 1990",NA,NA,NA,NA,NA,"Calamicoptes lomberti"
"UMZM",607,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes meliphagae Lukoschus & Lombert, 1979",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"meliphagae",NA,"species",NA,"Lukoschus & Lombert, 1979",NA,NA,NA,NA,NA,"Calamicoptes meliphagae"
"UMZM",608,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes monedulae Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"monedulae",NA,"species",NA,"Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,"Calamicoptes monedulae"
"UMZM",609,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes vanelli Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"vanelli",NA,"species",NA,"Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,"Calamicoptes vanelli"
"UMZM",610,NA,NA,NA,NA,NA,NA,NA,NA,"Calamicoptes zumpti Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Calamicoptes",NA,"zumpti",NA,"species",NA,"Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,"Calamicoptes zumpti"
"UMZM",612,NA,NA,NA,NA,NA,NA,NA,NA,"Colicoptes elongatus Lombert & Lukoschus, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Colicoptes",NA,"elongatus",NA,"species",NA,"Lombert & Lukoschus, 1981",NA,NA,NA,NA,NA,"Colicoptes elongatus"
"UMZM",614,NA,NA,NA,NA,NA,NA,NA,NA,"Fainocopes aferi Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Fainocopes",NA,"aferi",NA,"species",NA,"Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,"Fainocopes aferi"
"UMZM",615,NA,NA,NA,NA,NA,NA,NA,NA,"Fainocopes capitola Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Fainocopes",NA,"capitola",NA,"species",NA,"Lombert, Gaud & Lukoschus, 1984",NA,NA,NA,NA,NA,"Fainocopes capitola"
"UMZM",616,NA,NA,NA,NA,NA,NA,NA,NA,"Fainocopes columbicola Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Fainocopes",NA,"columbicola",NA,"species",NA,"Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,"Fainocopes columbicola"
"UMZM",617,NA,NA,NA,NA,NA,NA,NA,NA,"Fainocopes miniopterus Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Fainocopes",NA,"miniopterus",NA,"species",NA,"Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,"Fainocopes miniopterus"
"UMZM",618,NA,NA,NA,NA,NA,NA,NA,NA,"Fainocopes nixoni Lukoschus & Lombert, 1979",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Fainocopes",NA,"nixoni",NA,"species",NA,"Lukoschus & Lombert, 1979",NA,NA,NA,NA,NA,"Fainocopes nixoni"
"UMZM",619,NA,NA,NA,NA,NA,NA,NA,NA,"Fainocopes palumbi Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Fainocopes",NA,"palumbi",NA,"species",NA,"Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,"Fainocopes palumbi"
"UMZM",620,NA,NA,NA,NA,NA,NA,NA,NA,"Fainocopes zenaidurae Lombert, Kethley & Lukoschus, 1979",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Fainocopes",NA,"zenaidurae",NA,"species",NA,"Lombert, Kethley & Lukoschus, 1979",NA,NA,NA,NA,NA,"Fainocopes zenaidurae"
"UMZM",622,NA,NA,NA,NA,NA,NA,NA,NA,"Podicipedicoptes americanus Lombert, Kethley & Lukoschus, 1979",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Podicipedicoptes",NA,"americanus",NA,"species",NA,"Lombert, Kethley & Lukoschus, 1979",NA,NA,NA,NA,NA,"Podicipedicoptes americanus"
"UMZM",624,NA,NA,NA,NA,NA,NA,NA,NA,"Rallicoptes gallinulae Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Rallicoptes",NA,"gallinulae",NA,"species",NA,"Lukoschus & Lombert, 1980",NA,NA,NA,NA,NA,"Rallicoptes gallinulae"
"UMZM",626,NA,NA,NA,NA,NA,NA,NA,NA,"Streetacarus australis Lukoschus & Lombert, 1979",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Fainocoptinae",NA,NA,"Streetacarus",NA,"australis",NA,"species",NA,"Lukoschus & Lombert, 1979",NA,NA,NA,NA,NA,"Streetacarus australis"
"UMZM",630,NA,NA,NA,NA,NA,NA,NA,NA,"Laminosioptes (Columbietta) collaris Fain, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Laminosioptinae",NA,NA,"Laminosioptes","Columbietta","collaris",NA,"species",NA,"Fain, 1980",NA,NA,NA,NA,NA,"Laminosioptes collaris"
"UMZM",632,NA,NA,NA,NA,NA,NA,NA,NA,"Laminosioptes (Laminosioptes) cysticola (Vizioli, 1870)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Laminosioptinae",NA,NA,"Laminosioptes","Laminosioptes","cysticola",NA,"species",NA,"(Vizioli, 1870)",NA,NA,NA,NA,NA,"Laminosioptes cysticola"
"UMZM",634,NA,NA,NA,NA,NA,NA,NA,NA,"Laminosioptes (Passeriella) reticulata Fain, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Laminosioptinae",NA,NA,"Laminosioptes","Passeriella","reticulata",NA,"species",NA,"Fain, 1980",NA,NA,NA,NA,NA,"Laminosioptes reticulata"
"UMZM",636,NA,NA,NA,NA,NA,NA,NA,NA,"Laminosioptes (Psittaciella) myiopsittae Fain, 1980",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Laminosioptidae","Laminosioptinae",NA,NA,"Laminosioptes","Psittaciella","myiopsittae",NA,"species",NA,"Fain, 1980",NA,NA,NA,NA,NA,"Laminosioptes myiopsittae"
"UMZM",639,NA,NA,NA,NA,NA,NA,NA,NA,"Paralgopsis ctenodontus Gaud, 1968",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Paralgopsidae",NA,NA,NA,"Paralgopsis",NA,"ctenodontus",NA,"species",NA,"Gaud, 1968",NA,NA,NA,NA,NA,"Paralgopsis ctenodontus"
"UMZM",640,NA,NA,NA,NA,NA,NA,NA,NA,"Paralgopsis paradoxus (Trouessart, 1899)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Paralgopsidae",NA,NA,NA,"Paralgopsis",NA,"paradoxus",NA,"species",NA,"(Trouessart, 1899)",NA,NA,NA,NA,NA,"Paralgopsis paradoxus"
"UMZM",643,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes acanthicaulus Gaud & Mouchet, 1957",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"acanthicaulus",NA,"species",NA,"Gaud & Mouchet, 1957",NA,NA,NA,NA,NA,"Proctophyllodes acanthicaulus"
"UMZM",644,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes africanus Gaud, 1953",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"africanus",NA,"species",NA,"Gaud, 1953",NA,NA,NA,NA,NA,"Proctophyllodes africanus"
"UMZM",645,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes ampelidus (Buchholz, 1869)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"ampelidus",NA,"species",NA,"(Buchholz, 1869)",NA,NA,NA,NA,NA,"Proctophyllodes ampelidus"
"UMZM",646,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes analogus Gaud & Fain, 1990",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"analogus",NA,"species",NA,"Gaud & Fain, 1990",NA,NA,NA,NA,NA,"Proctophyllodes analogus"
"UMZM",647,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes anaxiphus Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"anaxiphus",NA,"species",NA,"Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,"Proctophyllodes anaxiphus"
"UMZM",648,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes anisogamus Gaud & Mouchet, 1957",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"anisogamus",NA,"species",NA,"Gaud & Mouchet, 1957",NA,NA,NA,NA,NA,"Proctophyllodes anisogamus"
"UMZM",649,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes anthi Vitzthum, 1922",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"anthi",NA,"species",NA,"Vitzthum, 1922",NA,NA,NA,NA,NA,"Proctophyllodes anthi"
"UMZM",650,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes apanaskevichi Mironov & OConnor, 2014",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"apanaskevichi",NA,"species",NA,"Mironov & OConnor, 2014",NA,NA,NA,NA,NA,"Proctophyllodes apanaskevichi"
"UMZM",651,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes aphyllus Gaud & Mouchet, 1957",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"aphyllus",NA,"species",NA,"Gaud & Mouchet, 1957",NA,NA,NA,NA,NA,"Proctophyllodes aphyllus"
"UMZM",652,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes arcuaticaulis Poppe, 1889",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"arcuaticaulis",NA,"species",NA,"Poppe, 1889",NA,NA,NA,NA,NA,"Proctophyllodes arcuaticaulis"
"UMZM",653,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes armatus (Banks, 1909)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"armatus",NA,"species",NA,"(Banks, 1909)",NA,NA,NA,NA,NA,"Proctophyllodes armatus"
"UMZM",654,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes arremoni Mironov, 2017",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"arremoni",NA,"species",NA,"Mironov, 2017",NA,NA,NA,NA,NA,"Proctophyllodes arremoni"
"UMZM",655,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes ateri Fritsch, 1961",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"ateri",NA,"species",NA,"Fritsch, 1961",NA,NA,NA,NA,NA,"Proctophyllodes ateri"
"UMZM",656,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes attenuatus Trouessart, 1899",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"attenuatus",NA,"species",NA,"Trouessart, 1899",NA,NA,NA,NA,NA,"Proctophyllodes attenuatus"
"UMZM",657,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes atyeoi Cerny, 1974",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"atyeoi",NA,"species",NA,"Cerny, 1974",NA,NA,NA,NA,NA,"Proctophyllodes atyeoi"
"UMZM",658,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes balashovi Chirov & Mironov, 1981",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"balashovi",NA,"species",NA,"Chirov & Mironov, 1981",NA,NA,NA,NA,NA,"Proctophyllodes balashovi"
"UMZM",659,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes balati Cerny, 1978",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"balati",NA,"species",NA,"Cerny, 1978",NA,NA,NA,NA,NA,"Proctophyllodes balati"
"UMZM",660,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes batis Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"batis",NA,"species",NA,"Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,"Proctophyllodes batis"
"UMZM",661,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes breviquadratus Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"breviquadratus",NA,"species",NA,"Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,"Proctophyllodes breviquadratus"
"UMZM",662,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes brevis Wang, Wang & Su, 2014",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"brevis",NA,"species",NA,"Wang, Wang & Su, 2014",NA,NA,NA,NA,NA,"Proctophyllodes brevis"
"UMZM",663,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes bruniceps Putatunda, Gupta & Singh, 1976",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"bruniceps",NA,"species",NA,"Putatunda, Gupta & Singh, 1976",NA,NA,NA,NA,NA,"Proctophyllodes bruniceps"
"UMZM",664,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes buettikeri Cerny, 1971",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"buettikeri",NA,"species",NA,"Cerny, 1971",NA,NA,NA,NA,NA,"Proctophyllodes buettikeri"
"UMZM",665,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes caffer Mironov & Kopioj, 1997",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"caffer",NA,"species",NA,"Mironov & Kopioj, 1997",NA,NA,NA,NA,NA,"Proctophyllodes caffer"
"UMZM",666,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes calamospizae Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"calamospizae",NA,"species",NA,"Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,"Proctophyllodes calamospizae"
"UMZM",667,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes canadensis Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"canadensis",NA,"species",NA,"Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,"Proctophyllodes canadensis"
"UMZM",668,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes canora Wang, Wang & Su, 2014",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"canora",NA,"species",NA,"Wang, Wang & Su, 2014",NA,NA,NA,NA,NA,"Proctophyllodes canora"
"UMZM",669,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes capensis Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"capensis",NA,"species",NA,"Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,"Proctophyllodes capensis"
"UMZM",670,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes capitatus Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"capitatus",NA,"species",NA,"Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,"Proctophyllodes capitatus"
"UMZM",671,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes carpodacinus Chirov & Mironov, 1984",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"carpodacinus",NA,"species",NA,"Chirov & Mironov, 1984",NA,NA,NA,NA,NA,"Proctophyllodes carpodacinus"
"UMZM",672,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes cathari Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"cathari",NA,"species",NA,"Atyeo & Braasch, 1966",NA,NA,NA,NA,NA,"Proctophyllodes cathari"
"UMZM",673,NA,NA,NA,NA,NA,NA,NA,NA,"Proctophyllodes caulifer Trouessart, 1886",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Sarcoptiformes","Oribatida","Desmonomata","Astigmata","Analgoidea","Proctophyllodidae",NA,NA,NA,"Proctophyllodes",NA,"caulifer",NA,"species",NA,"Trouessart, 1886",NA,NA,NA,NA,NA,"Proctophyllodes caulifer"
