"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus"
"BOTH",2184094,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184092",NA,"Rhipicephalus furcosum Neumann, 1901","Neumann, 1901","Rhipicephalus furcosum","Rhipicephalus","furcosum",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"BOTH",7889239,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184319",NA,"Ixodes testudinis Conil, 1877","Conil, 1877","Ixodes testudinis","Ixodes","testudinis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"BOTH",2192072,"7ddf754f-d193-4cc9-b351-99906754a03b","3639","2194522",NA,"Epilohmannoides bipectinatus (Aoki, 1959)","(Aoki, 1959)","Epilohmannoides bipectinatus","Epilohmannoides","bipectinatus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus"
"BOTH",7442358,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","2182727",NA,"Ixodes muris Good, 1973","Good, 1973","Ixodes muris","Ixodes","muris",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"BOTH",2183336,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183325",NA,"Hyalomma sulcata Mamikonyan, 1950","Mamikonyan, 1950","Hyalomma sulcata","Hyalomma","sulcata",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"BOTH",7879889,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183267",NA,"Haemaphysalis hirsuta Phan Trong, Doan Van Thu & Nguyen Van Chi, 1977","Phan Trong, Doan Van Thu & Nguyen Van Chi, 1977","Haemaphysalis hirsuta","Haemaphysalis","hirsuta",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"BOTH",7530396,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183325",NA,"Haemaphysalis punctata Berlese, 1889","Berlese, 1889","Haemaphysalis punctata","Haemaphysalis","punctata",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"BOTH",10357970,"de8934f4-a136-481c-a87a-b0b202b80a31","2189857","2189859",NA,"Hypochthoniella pallidula",NA,"Hypochthoniella pallidula","Hypochthoniella","pallidula",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Eniochthoniidae","Hypochthoniella"
"BOTH",6184449,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183591",NA,"Rhipicephalus planus complanatus Rageau, 1951","Rageau, 1951","Rhipicephalus planus complanatus","Rhipicephalus","planus","complanatus","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"BOTH",2183835,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183832",NA,"Boophilus haemaphysaloides De Blieck, 1916","De Blieck, 1916","Boophilus haemaphysaloides","Boophilus","haemaphysaloides",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",2184431,"7ddf754f-d193-4cc9-b351-99906754a03b","2184412","2184429",NA,"Ornithodoros capensis Filippova, 1963","Filippova, 1963","Ornithodoros capensis","Ornithodoros","capensis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Argasidae","Carios"
"NEW",4404649,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183273",NA,"Haemaphysalis parva Neumann, 1908","Neumann, 1908","Haemaphysalis parva","Haemaphysalis","parva",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"NEW",4542307,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4542339","8494870",NA,"Micrereunetes brevipes Berlese, 1923","Berlese, 1923","Micrereunetes brevipes","Micrereunetes","brevipes",NA,"species",NA,NA,NA,"Originally found in sources as proparte synonym of Eupodes brevipes (Berlese, 1923)","Animalia","Arthropoda","Arachnida","Trombidiformes","Eupodidae","Protereunetes"
"NEW",4549724,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4336763","4549723",NA,"Discopoma pulcherrimus Berlese, 1903","Berlese, 1903","Discopoma pulcherrimus","Discopoma","pulcherrimus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Uropodidae","Phaulodinychus"
"NEW",8430432,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","2182565",NA,"Ixodes autumnalis Schulze & Schlottke, 1930","Schulze & Schlottke, 1930","Ixodes autumnalis","Ixodes","autumnalis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"NEW",8716350,"2d59e5db-57ad-41ff-97d6-11f5fb264527","4337525","4337527",NA,"Copidognathus magnipalpus serratisetus Viets, 1928","Viets, 1928","Copidognathus magnipalpus serratisetus","Copidognathus","magnipalpus","serratisetus","subspecies",NA,"Viets, K. (1928). Wassermilben aus dem Schwarzen Meer, dem Kaspischen Meer und dem Aral-See. <em>Abh.  naturw.  Ver.  Bremen.</em> 27: 47-80.",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus"
"NEW",8840957,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184273",NA,"Amblyomma cyprium cyprium","Chang, 1958","Amblyomma cyprium cyprium","Amblyomma","cyprium","cyprium","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",9228688,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183573",NA,"Rhipicephalus simus planus Neumann, 1913","Neumann, 1913","Rhipicephalus simus planus","Rhipicephalus","simus","planus","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",9228689,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183235",NA,"Haemaphysalis proxima Warburton & Nuttall, 1909","Warburton & Nuttall, 1909","Haemaphysalis proxima","Haemaphysalis","proxima",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"NEW",9232958,"2d59e5db-57ad-41ff-97d6-11f5fb264527","2180728","4337525",NA,"Copidognathus magnipalpus serratisetus Viets, 1928","Viets, 1928","Copidognathus magnipalpus serratisetus","Copidognathus","magnipalpus","serratisetus","subspecies",NA,"Viets, K. (1928). Wassermilben aus dem Schwarzen Meer, dem Kaspischen Meer und dem Aral-See. <em>Abh.  naturw.  Ver.  Bremen.</em> 27: 47-80.",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus"
"NEW",9233125,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188222","4548652",NA,"Ameroseius ornata Postner, 1951","Postner, 1951","Ameroseius ornata","Ameroseius","ornata",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Proctolaelaps"
"NEW",9233135,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2128489","4544718",NA,"Eriophyes salicisincanae Nalepa, 1925","Nalepa, 1925","Eriophyes salicisincanae","Eriophyes","salicisincanae",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria"
"NEW",9642406,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184209",NA,"Amblyomma cohaerens Sousa Dias, 1950","Sousa Dias, 1950","Amblyomma cohaerens","Amblyomma","cohaerens",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",9642400,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183558",NA,"Rhipicephalus simpsoni Baker & Keep, 1970","Baker & Keep, 1970","Rhipicephalus simpsoni","Rhipicephalus","simpsoni",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",9642403,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","5174242",NA,"Ixodes californicus Banks, 1908","Banks, 1908","Ixodes californicus","Ixodes","californicus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"NEW",9645119,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4542339","8494870",NA,"Micrereunetes brevipes Berlese, 1923","Berlese, 1923","Micrereunetes brevipes","Micrereunetes","brevipes",NA,"species",NA,NA,NA,"Originally found in sources as proparte synonym of Eupodes brevipes (Berlese, 1923)","Animalia","Arthropoda","Arachnida","Trombidiformes","Eupodidae","Protereunetes"
"NEW",9822104,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183247",NA,"Haemaphysalis leporis Neumann, 1897","Neumann, 1897","Haemaphysalis leporis","Haemaphysalis","leporis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"NEW",10904644,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","7967293",NA,"Amblyomma acutangulatum Neumann, 1899","Neumann, 1899","Amblyomma acutangulatum","Amblyomma","acutangulatum",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",10917563,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","8326529",NA,"Ixodes hoogstraalae Emel'yanova, Vasil'ev, Vershinina, Derevshchikov et al., 1978","Emel'yanova, Vasil'ev, Vershinina, Derevshchikov et al., 1978","Ixodes hoogstraalae","Ixodes","hoogstraalae",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"NEW",10918451,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183551",NA,"Rhipicephalus maculatus Neumann, 1901","Neumann, 1901","Rhipicephalus maculatus","Rhipicephalus","maculatus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",10978922,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","5174312",NA,"Ixodes ugandanus djaronensis Nuttall & Warburton, 1911","Nuttall & Warburton, 1911","Ixodes ugandanus djaronensis","Ixodes","ugandanus","djaronensis","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"NEW",10982695,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184275",NA,"Amblyomma cyprium Toumanoff, 1944","Toumanoff, 1944","Amblyomma cyprium","Amblyomma","cyprium",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",11000543,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","2183844",NA,"Rhipicephalus houlatus Dana, 2009","Dana, 2009","Rhipicephalus houlatus","Rhipicephalus","houlatus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",11017599,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183809",NA,"Rhipicephalus planus Neumann, 1910","Neumann, 1910","Rhipicephalus planus","Rhipicephalus","planus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",11020752,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184047",NA,"Dermacentor rhinocerotis rhinocerotis","Neumann, 1911","Dermacentor rhinocerotis rhinocerotis","Dermacentor","rhinocerotis","rhinocerotis","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",11033701,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","8326529",NA,"Ixodes poonchensis Sharma, 1993","Sharma, 1993","Ixodes poonchensis","Ixodes","poonchensis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"NEW",11045536,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","2183844",NA,"Rhipicephalus hoogstraali Kolonin, 2009","Kolonin, 2009","Rhipicephalus hoogstraali","Rhipicephalus","hoogstraali",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",11046266,"7ddf754f-d193-4cc9-b351-99906754a03b","2184982","2184960",NA,"Argas reflexus Teng, 1978","Teng, 1978","Argas reflexus","Argas","reflexus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Argasidae","Argas"
"NEW",11046689,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183559",NA,"Rhipicephalus simus simus","Rousselot, 1953","Rhipicephalus simus simus","Rhipicephalus","simus","simus","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",11048492,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","5174090",NA,"Ixodes diversifossus Neumann, 1911","Neumann, 1911","Ixodes diversifossus","Ixodes","diversifossus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"NEW",11049200,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","7967293",NA,"Amblyomma mantiguinensa Liu, Huang, Zhao & E.","Liu, Huang, Zhao & E.","Amblyomma mantiguinensa","Amblyomma","mantiguinensa",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",11053448,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","2185003","4550042","10608037","Phorytocarpais eta (Oudemans & Voigts, 1904)","(Oudemans & Voigts, 1904)","Phorytocarpais eta","Phorytocarpais","eta",NA,"species",NA,NA,NA,"Originally found in sources as accepted taxon within Phorytocarpais Athias-Henriot, 1979","Animalia","Arthropoda","Arachnida","Mesostigmata","Parasitidae","Parasitus"
"NEW",11053533,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183596",NA,"Rhipicephalus sanguineus Rageau, 1953","Rageau, 1953","Rhipicephalus sanguineus","Rhipicephalus","sanguineus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",11055204,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","2183512",NA,"Hyalomma bubi Sharma, 1993","Sharma, 1993","Hyalomma bubi","Hyalomma","bubi",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma"
"NEW",11056463,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183345",NA,"Haemaphysalis leachi Rageau, 1954","Rageau, 1954","Haemaphysalis leachi","Haemaphysalis","leachi",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"NEW",11059170,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183202",NA,"Haemaphysalis leachi leachi","Lamontellerie, 1960","Haemaphysalis leachi leachi","Haemaphysalis","leachi","leachi","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"NEW",11059530,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183560",NA,"Rhipicephalus pravus Santos Dias, 1954","Santos Dias, 1954","Rhipicephalus pravus","Rhipicephalus","pravus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"NEW",11060386,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184224",NA,"Amblyomma cyprium cyprium","Chang, 1958","Amblyomma cyprium cyprium","Amblyomma","cyprium","cyprium","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",11061320,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","7967293",NA,"Amblyomma grossum (Pallas, 1772)","(Pallas, 1772)","Amblyomma grossum","Amblyomma","grossum",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",11076036,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183239",NA,"Haemaphysalis leporis Neumann, 1897","Neumann, 1897","Haemaphysalis leporis","Haemaphysalis","leporis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"NEW",11077211,"9ca92552-f23a-41a8-a140-01abaa31c931","9167","8326529",NA,"Ixodes aubiensis Arthur, 1958","Arthur, 1958","Ixodes aubiensis","Ixodes","aubiensis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"NEW",11102415,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184273",NA,"Amblyomma cyprium Krijgsman & Ponto, 1931","Krijgsman & Ponto, 1931","Amblyomma cyprium","Amblyomma","cyprium",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"NEW",11110823,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4336768","6887853",NA,"Hyletastes missouriensis Ewing, 1909","Ewing, 1909","Hyletastes missouriensis","Hyletastes","missouriensis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Pseudoparasitus"
"NEW",11110824,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4406479","4547915","9429021","Pteronyssus subtruncatus (Trouessart, 1885)","(Trouessart, 1885)","Pteronyssus subtruncatus","Pteronyssus","subtruncatus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Pteronyssidae","Sturnotrogus"
"NEW",11111150,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4547815","4547820",NA,"Proctophyllodes bureschi Vassilev, 1958","Vassilev, 1958","Proctophyllodes bureschi","Proctophyllodes","bureschi",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Alaudicola"
"OLD",10662822,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183573",NA,"Rhipicephalus simus planus Neumann, 1907","Neumann, 1907","Rhipicephalus simus planus","Rhipicephalus","simus","planus","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"OLD",10669392,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2188288","10597572",NA,"Hyletastes missouriensis Ewing, 1909","Ewing, 1909","Hyletastes missouriensis","Hyletastes","missouriensis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Gymnolaelaps"
"OLD",10662821,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183566",NA,"Rhipicephalus sulcatus Morel & Vassiliades, 1963","Morel & Vassiliades, 1963","Rhipicephalus sulcatus","Rhipicephalus","sulcatus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"OLD",8430450,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184210",NA,"Amblyomma cohaerens Santos Dias, 1993","Santos Dias, 1993","Amblyomma cohaerens","Amblyomma","cohaerens",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",8936525,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2192636","5174884",NA,"Nothrus scabrus Koch, 1879","Koch, 1879","Nothrus scabrus","Nothrus","scabrus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Hermanniidae","Hermannia"
"OLD",10662811,"7ddf754f-d193-4cc9-b351-99906754a03b","2180869","4337999",NA,"Porohalacarus caecus Husmann & Teschner, 1970","Husmann & Teschner, 1970","Porohalacarus caecus","Porohalacarus","caecus",NA,"species",NA,"Husmann, S., Teschner D., 1970. Ökologie, Morphologie und Verbreitungsgeschichte subterraner Wassermilben (Limnohalacaridae) aus Schweden. Arch. Hydrobiol. 67, 242-267.",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Lobohalacarus"
"OLD",6184549,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184047",NA,"Dermacentor rhinocerotis rhinocerotis","Neumann, 1911","Dermacentor rhinocerotis rhinocerotis","Dermacentor","rhinocerotis","rhinocerotis","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",10662825,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184273",NA,"Amblyomma cyprium Toumanoff, 1944","Toumanoff, 1944","Amblyomma cyprium","Amblyomma","cyprium",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",8430436,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","5174335",NA,"Ixodes pratti Banks, 1908","Banks, 1908","Ixodes pratti","Ixodes","pratti",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"OLD",9228698,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","2182693",NA,"Ixodes hexagonus inchoatus Neumann, 1901","Neumann, 1901","Ixodes hexagonus inchoatus","Ixodes","hexagonus","inchoatus","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"OLD",10669393,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4406135","4548724",NA,"Cyrtolaelaps kochi Trägårdh, 1910","Trägårdh, 1910","Cyrtolaelaps kochi","Cyrtolaelaps","kochi",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Veigaiidae","Veigaia"
"OLD",9822091,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183559",NA,"Rhipicephalus simpsoni Morel, 1969","Morel, 1969","Rhipicephalus simpsoni","Rhipicephalus","simpsoni",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"OLD",9645168,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4405107","4548595",NA,"Ameroseius ornata Postner, 1951","Postner, 1951","Ameroseius ornata","Ameroseius","ornata",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Melicharidae","Melichares"
"OLD",4548596,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4405107","4548595",NA,"Ameroseius ornata Postner, 1951","Postner, 1951","Ameroseius ornata","Ameroseius","ornata",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Melicharidae","Melichares"
"OLD",10669777,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188508","4546254",NA,"Pseudotritia intermedius Feider & Suciu, 1958","Feider & Suciu, 1958","Pseudotritia intermedius","Pseudotritia","intermedius",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Euphthiracaridae","Euphthiracarus"
"OLD",4546255,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188508","4546254",NA,"Pseudotritia intermedius Feider & Suciu, 1958","Feider & Suciu, 1958","Pseudotritia intermedius","Pseudotritia","intermedius",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Euphthiracaridae","Euphthiracarus"
"OLD",6184522,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184332",NA,"Amblyomma cyprium cyprium","Schulze, 1932","Amblyomma cyprium cyprium","Amblyomma","cyprium","cyprium","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",10662827,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184026",NA,"Amblyomma göldii Neumann, 1899","Neumann, 1899","Amblyomma goldii","Amblyomma","göldii",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",6184612,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183202",NA,"Haemaphysalis leachi leachi","Neuman, 1911","Haemaphysalis leachi leachi","Haemaphysalis","leachi","leachi","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"OLD",9233141,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4406095","4547107",NA,"Phthiracarus globus Parry, 1979","Parry, 1979","Phthiracarus globus","Phthiracarus","globus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Archiphthiracarus"
"OLD",4337528,"2d59e5db-57ad-41ff-97d6-11f5fb264527","4337525","4337527",NA,"Copidognathus magnipalpus serratisetus Viets, 1928","Viets, 1928","Copidognathus magnipalpus serratisetus","Copidognathus","magnipalpus","serratisetus","subspecies",NA,"Viets, K. (1928). Wassermilben aus dem Schwarzen Meer, dem Kaspischen Meer und dem Aral-See. <em>Abh.  naturw.  Ver.  Bremen.</em> 27: 47-80.",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus"
"OLD",6184510,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183726",NA,"Rhipicephalus simus planus Neumann, 1907","Neumann, 1907","Rhipicephalus simus planus","Rhipicephalus","simus","planus","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"OLD",10662828,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2183998",NA,"Aponomma exornatum flavomaculatum Morel & Mouchet, 1958","Morel & Mouchet, 1958","Aponomma exornatum flavomaculatum","Aponomma","exornatum","flavomaculatum","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",2183074,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183165",NA,"Haemaphysalis hirudo L.Koch, 1878","L.Koch, 1878","Haemaphysalis hirudo","Haemaphysalis","hirudo",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"OLD",10662835,"7ddf754f-d193-4cc9-b351-99906754a03b","2184982","2184856",NA,"Argas kochi Neumann, 1901","Neumann, 1901","Argas kochi","Argas","kochi",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Argasidae","Argas"
"OLD",9642401,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183597",NA,"Rhipicephalus dugesi Neumann, 1911","Neumann, 1911","Rhipicephalus dugesi","Rhipicephalus","dugesi",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
