"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus","TPTdataset","TPTID","scientificNameID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","namePublishedInYear","higherClassification","subgenus","verbatimTaxonRank","vernacularName","nomenclaturalCode","reason"
"NEW","8045347","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130698","2130699","Oligonychus modestus (Banks, 1900)","(Banks, 1900)","Oligonychus modestus","Oligonychus","modestus",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus modestus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8045971","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130459","2130460","Oligonychus ununguis (Jacobi, 1905)","(Jacobi, 1905)","Oligonychus ununguis","Oligonychus","ununguis",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus ununguis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8050659","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130282","2130283","Tetranychus canadensis (McGregor, 1950)","(McGregor, 1950)","Tetranychus canadensis","Tetranychus","canadensis",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus canadensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8054538","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130252","2130253","Tetranychus turkestani (Ugarov & Nikolskii, 1937)","(Ugarov & Nikolskii, 1937)","Tetranychus turkestani","Tetranychus","turkestani",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus turkestani",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8068549","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130731","2130732","Oligonychus gramineus (McGregor, 1950)","(McGregor, 1950)","Oligonychus gramineus","Oligonychus","gramineus",NA,"species",NA,"Helle, W., Bolland, H.R. and Heitmans, W.R.B. A survey of chromosome complements in the Tetranychidae. International Journal of Acarology, 7: 147-156. (1981).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus gramineus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8086056","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130544","2130546","Oligonychus zeae (McGregor, 1955)","(McGregor, 1955)","Oligonychus zeae","Oligonychus","zeae",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus zeae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8108485","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130726","2130728","Oligonychus biharensis (Hirst, 1924)","(Hirst, 1924)","Oligonychus biharensis","Oligonychus","biharensis",NA,"species",NA,"Flechtmann, C.H.W. and Baker, E.W. A preliminary report on the Tetranychidae (Acarina) of Brazil. Annals of the Entomological Society of America, 63: 156-163. (1970).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus biharensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8116707","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130443","2130444","Oligonychus platani (McGregor, 1950)","(McGregor, 1950)","Oligonychus platani","Oligonychus","platani",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus platani",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8126190","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129471","2129472","Paraplonobia harteni (Meyer, 1996)","(Meyer, 1996)","Paraplonobia harteni","Paraplonobia","harteni",NA,"species",NA,"Migeon, A. and Flechtmann, C.H.W. First additions and corrections to the World catalogue of the spider mite family (Acari: Tetranychidae). International Journal of Acarology, 30: 143-152. (2004).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia harteni",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8173272","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129448","2129450","Paraplonobia herniariae (Bagdasarian, 1954)","(Bagdasarian, 1954)","Paraplonobia herniariae","Paraplonobia","herniariae",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia herniariae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8176272","7ddf754f-d193-4cc9-b351-99906754a03b","2130327","2130344","2130347","Neopetrobia samgoriensis (Reck, 1949)","(Reck, 1949)","Neopetrobia samgoriensis","Neopetrobia","samgoriensis",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Neopetrobia",NA,NA,NA,NA,NA,NA,"Neopetrobia samgoriensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8191349","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130569","2130570","Oligonychus coniferarum (McGregor, 1950)","(McGregor, 1950)","Oligonychus coniferarum","Oligonychus","coniferarum",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus coniferarum",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8197598","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130738","2130739","Oligonychus mcgregori (Baker & Pritchard, 1953)","(Baker & Pritchard, 1953)","Oligonychus mcgregori","Oligonychus","mcgregori",NA,"species",NA,"Flechtmann, C.H.W. and Baker, E.W. A preliminary report on the Tetranychidae (Acarina) of Brazil. Annals of the Entomological Society of America, 63: 156-163. (1970).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus mcgregori",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8224948","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129444",NA,"Paraplonobia calame (Pritchard & Baker, 1955)","(Pritchard & Baker, 1955)","Paraplonobia calame","Paraplonobia","calame",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia calame",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8230879","7ddf754f-d193-4cc9-b351-99906754a03b","2130327","2130361","2130362","Neopetrobia vediensis (Bagdasarian, 1959)","(Bagdasarian, 1959)","Neopetrobia vediensis","Neopetrobia","vediensis",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Neopetrobia",NA,NA,NA,NA,NA,NA,"Neopetrobia vediensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8232262","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130523","2130524","Oligonychus stickneyi (McGregor, 1919)","(McGregor, 1919)","Oligonychus stickneyi","Oligonychus","stickneyi",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus stickneyi",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8252903","7ddf754f-d193-4cc9-b351-99906754a03b","2130327","2130340","2130343","Neopetrobia dyschima (Beer & Lang, 1958)","(Beer & Lang, 1958)","Neopetrobia dyschima","Neopetrobia","dyschima",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Neopetrobia",NA,NA,NA,NA,NA,NA,"Neopetrobia dyschima",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8255775","7ddf754f-d193-4cc9-b351-99906754a03b","2129731","2129874","2129765","Eotetranychus perplexus (McGregor, 1950)","(McGregor, 1950)","Eotetranychus perplexus","Eotetranychus","perplexus",NA,"species",NA,"Beer, R.E. and Lang, D.S. The Tetranychidae of Mexico. University of Kansa Scientifical Bulletin, 38: 1231-1259. (1958).","heterotypic synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Eotetranychus",NA,NA,NA,NA,NA,NA,"Eotetranychus neoperplexus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8258816","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129477","2129479","Paraplonobia coldeniae (Tuttle & Baker, 1964)","(Tuttle & Baker, 1964)","Paraplonobia coldeniae","Paraplonobia","coldeniae",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia coldeniae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8268078","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130685","2130687","Oligonychus bicolor (Banks, 1894)","(Banks, 1894)","Oligonychus bicolor","Oligonychus","bicolor",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus bicolor",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8272305","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129510","2129513","Paraplonobia euphorbiae (Tuttle & Baker, 1964)","(Tuttle & Baker, 1964)","Paraplonobia euphorbiae","Paraplonobia","euphorbiae",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia euphorbiae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8274341","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130724","2130725","Oligonychus mexicanus (McGregor & Ortega, 1953)","(McGregor & Ortega, 1953)","Oligonychus mexicanus","Oligonychus","mexicanus",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites from northwestern and north central Mexico (Acarina: Tetranychidae). Smithsonian Contributions to Zoology, 171: 1-18. (1974).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus mexicanus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8293162","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130589","2130591","Oligonychus punicae (Hirst, 1926)","(Hirst, 1926)","Oligonychus punicae","Oligonychus","punicae",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus punicae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8307638","7ddf754f-d193-4cc9-b351-99906754a03b","2130327","2130376",NA,"Neopetrobia corynetes (Pritchard & Baker, 1955)","(Pritchard & Baker, 1955)","Neopetrobia corynetes","Neopetrobia","corynetes",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Neopetrobia",NA,NA,NA,NA,NA,NA,"Neopetrobia corynetes",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8310572","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130600","2130601","Oligonychus gossypii (Zacher, 1921)","(Zacher, 1921)","Oligonychus gossypii","Oligonychus","gossypii",NA,"species",NA,"Flechtmann, C.H.W. and Baker, E.W. A preliminary report on the Tetranychidae (Acarina) of Brazil. Annals of the Entomological Society of America, 63: 156-163. (1970).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus gossypii",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8330339","7ddf754f-d193-4cc9-b351-99906754a03b","2130327","2130338","2130339","Neopetrobia mcgregori (Pritchard & Baker, 1955)","(Pritchard & Baker, 1955)","Neopetrobia mcgregori","Neopetrobia","mcgregori",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Neopetrobia",NA,NA,NA,NA,NA,NA,"Neopetrobia mcgregori",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8335957","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130554","5167897","Oligonychus coffeae (Nietner, 1861)","(Nietner, 1861)","Oligonychus coffeae","Oligonychus","coffeae",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus coffeae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8351816","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130510","2130511","Oligonychus subnudus (McGregor, 1950)","(McGregor, 1950)","Oligonychus subnudus","Oligonychus","subnudus",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus subnudus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8363799","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130498","2130634","Oligonychus mangiferus (Rahman & Sapra, 1940)","(Rahman & Sapra, 1940)","Oligonychus mangiferus","Oligonychus","mangiferus",NA,"species",NA,"Meyer, M.K.P.S. Two important immigrant spider mites new to South Africa (Acari : Tetranychidae) Tetranychus urticae Koch and Oligonychus mangiferus (Rahm. & Sapra). Phytophylactica, 2: 147-148. (1970).","heterotypic synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus vitis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8365452","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130475","2130479","Oligonychus pratensis (Banks, 1912)","(Banks, 1912)","Oligonychus pratensis","Oligonychus","pratensis",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus pratensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8404996","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129466","2129467","Paraplonobia inornata (Meyer, 1987)","(Meyer, 1987)","Paraplonobia inornata","Paraplonobia","inornata",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia inornata",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","8416648","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130548","2130549","Oligonychus peruvianus (McGregor, 1917)","(McGregor, 1917)","Oligonychus peruvianus","Oligonychus","peruvianus",NA,"species",NA,"Wainstein, B.A. Tetranychoid mites of Kazakhstan (with revision of the family). Trudy Nauchno-Issled. Inst. Zashchita Rastenii Kazakh., 5: 1-276. (1960).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus peruvianus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","9232958","2d59e5db-57ad-41ff-97d6-11f5fb264527","2180728","4337525",NA,"Copidognathus magnipalpus serratisetus Viets, 1928","Viets, 1928","Copidognathus magnipalpus serratisetus","Copidognathus","magnipalpus","serratisetus","subspecies",NA,"Viets, K. (1928). Wassermilben aus dem Schwarzen Meer, dem Kaspischen Meer und dem Aral-See. <em>Abh.  naturw.  Ver.  Bremen.</em> 27: 47-80.","proparte synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Halacaridae","Copidognathus",NA,NA,NA,NA,NA,NA,"Copidognathus magnipalpus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","9645119","90d9e8a6-0ce1-472d-b682-3451095dbc5a","4542339","8494870",NA,"Micrereunetes brevipes Berlese, 1923","Berlese, 1923","Micrereunetes brevipes","Micrereunetes","brevipes",NA,"species",NA,NA,"proparte synonym",NA,"Originally found in sources as proparte synonym of Eupodes brevipes (Berlese, 1923)","Animalia","Arthropoda",NA,"Trombidiformes","Eupodidae","Protereunetes",NA,NA,NA,NA,NA,NA,"Protereunetes brevipes",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10899789","7ddf754f-d193-4cc9-b351-99906754a03b","2129589","2129264",NA,"Mixonychus jayaraji Karuppuchamy & Mohanasundaram, 1988","Karuppuchamy & Mohanasundaram, 1988","Mixonychus jayaraji","Mixonychus","jayaraji",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Mixonychus",NA,NA,NA,NA,NA,NA,"Mixonychus jayaraji",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10899852","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130249",NA,"Tetranychus neopolys Tuttle, Baker & Abbatiello, 1976","Tuttle, Baker & Abbatiello, 1976","Tetranychus neopolys","Tetranychus","neopolys",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus neopolys",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10901109","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130496",NA,"Oligonychus macrostachyus Baker & Tuttle, 1972","Baker & Tuttle, 1972","Oligonychus macrostachyus","Oligonychus","macrostachyus",NA,"species",NA,"Baker, E.W. and Tuttle, D.M. New species and further notes on the Tetranychoidea mostly from the south-western United States (Acarina : Tetranychidae and Tenuipalpidae). Smithsonian Contributions to Zoology, 116: 1-37. (1972).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus macrostachyus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10901881","7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128975",NA,"Petrobia hemerocallis Wang, 1982","Wang, 1982","Petrobia hemerocallis","Petrobia","hemerocallis",NA,"species",NA,"Wang, H.F. A new species and a new record of Petrobia from China (Acarina : Tetranychidae). Sinozoologica, 2: 67-69. (1982).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Petrobia",NA,NA,NA,NA,NA,NA,"Petrobia hemerocallis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10902278","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130586",NA,"Oligonychus perditus Pritchard & Baker, 1955","Pritchard & Baker, 1955","Oligonychus perditus","Oligonychus","perditus",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus perditus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10904065","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130628",NA,"Oligonychus orthius Rimando, 1962","Rimando, 1962","Oligonychus orthius","Oligonychus","orthius",NA,"species",NA,"Lo, P.K.C. and Ho, C.C. The spider mite family Tetranychidae in Taiwan I. The genus Oligonychus. Journal of Taiwan Museum, 42: 59-76. (1989).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus orthius",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10905474","7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128986",NA,"Petrobia pseudotetranychina Auger & Flechtmann, 2009","Auger & Flechtmann, 2009","Petrobia pseudotetranychina","Petrobia","pseudotetranychina",NA,"species",NA,"Auger, P., Chaaban, S.B., Grissa, K.L., Khoualdia, O. and Flechtmann, C.H.W. Five new species of Tetranychidae (Acarina, Prostigmata) from south Tunisian oasis areas. Zootaxa, 2232, 29-49. (2009).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Petrobia",NA,NA,NA,NA,NA,NA,"Petrobia pseudotetranychina",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10905652","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130156",NA,"Tetranychus yuccae Tuttle & Baker, 1968","Tuttle & Baker, 1968","Tetranychus yuccae","Tetranychus","yuccae",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus yuccae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10908512","7ddf754f-d193-4cc9-b351-99906754a03b","2129109","2129091",NA,"Aplonobia anisa Pritchard & Baker, 1955","Pritchard & Baker, 1955","Aplonobia anisa","Aplonobia","anisa",NA,"species",NA,"Wainstein, B.A. A revision of the tribe Petrobiini (Reck) (Acariformes, Tetranychidae). Entomologicheskoe Obozrenie, 39: 214-226. (1960).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Aplonobia",NA,NA,NA,NA,NA,NA,"Aplonobia anisa",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10910082","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130678",NA,"Oligonychus gratus Tseng, 1990","Tseng, 1990","Oligonychus gratus","Oligonychus","gratus",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus gratus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
