"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus","TPTdataset","TPTID","scientificNameID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","namePublishedInYear","higherClassification","subgenus","verbatimTaxonRank","vernacularName","nomenclaturalCode","reason"
"NEW","10910869","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129502",NA,"Paraplonobia allionia Baker & Tuttle, 1972","Baker & Tuttle, 1972","Paraplonobia allionia","Paraplonobia","allionia",NA,"species",NA,"Baker, E.W. and Tuttle, D.M. New species and further notes on the Tetranychoidea mostly from the south-western United States (Acarina : Tetranychidae and Tenuipalpidae). Smithsonian Contributions to Zoology, 116: 1-37. (1972).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia allionia",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10911824","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130606",NA,"Oligonychus quercus Tuttle, Baker & Abbatiello, 1976","Tuttle, Baker & Abbatiello, 1976","Oligonychus quercus","Oligonychus","quercus",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus quercus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10912491","7ddf754f-d193-4cc9-b351-99906754a03b","2129589","2129268",NA,"Mixonychus nanchangensis Ma & Yuan, 1981","Ma & Yuan, 1981","Mixonychus nanchangensis","Mixonychus","nanchangensis",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Mixonychus",NA,NA,NA,NA,NA,NA,"Mixonychus nanchangensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10913703","7ddf754f-d193-4cc9-b351-99906754a03b","2130760","2129576",NA,"Monoceronychus machetes Pritchard & Baker, 1955","Pritchard & Baker, 1955","Monoceronychus machetes","Monoceronychus","machetes",NA,"species",NA,"Wainstein, B.A. A revision of the tribe Petrobiini (Reck) (Acariformes, Tetranychidae). Entomologicheskoe Obozrenie, 39: 214-226. (1960).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Monoceronychus",NA,NA,NA,NA,NA,NA,"Monoceronychus machetes",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10914714","7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128980",NA,"Petrobia moutiai Baker & Pritchard, 1960","Baker & Pritchard, 1960","Petrobia moutiai","Petrobia","moutiai",NA,"species",NA,"Baker, E.W. and Pritchard, A.E. The tetranychoid mites of Africa. Hilgardia, 29: 455-574. (1960).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Petrobia",NA,NA,NA,NA,NA,NA,"Petrobia moutiai",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10916290","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130492",NA,"Oligonychus pini Tuttle, Baker & Abbatiello, 1976","Tuttle, Baker & Abbatiello, 1976","Oligonychus pini","Oligonychus","pini",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus pini",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10917589","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130296",NA,"Tetranychus phaselus Ehara, 1960","Ehara, 1960","Tetranychus phaselus","Tetranychus","phaselus",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus phaselus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10917763","7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128984",NA,"Petrobia dzhulfaensis Bagdasarian, 1960","Bagdasarian, 1960","Petrobia dzhulfaensis","Petrobia","dzhulfaensis",NA,"species",NA,"Bagdasarian, A.T. Contribution to the fauna of Acari, Tetranychoidea in Nakhichevan, SSR (Acarina, Tetranychoidea). Izvestiya Akademii Nauk Azerbaidzhanskoi SSR, Biologicheskikh Nauk, 5: 89-96. (1960).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Petrobia",NA,NA,NA,NA,NA,NA,"Petrobia dzhulfaensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10921564","7ddf754f-d193-4cc9-b351-99906754a03b","3252840","5967938",NA,"Bdella cardinalis Banks, 1894","Banks, 1894","Bdella cardinalis","Bdella","cardinalis",NA,"species",NA,"Banks, N. Some new American Acarina. Transactions of the American Entomological Society, 21: 209- 222. (1894).","heterotypic synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Bdellidae","Bdella",NA,NA,NA,NA,NA,NA,"Bdella longicornis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10925989","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130696",NA,"Oligonychus beeri Estebanes & Baker, 1968","Estebanes & Baker, 1968","Oligonychus beeri","Oligonychus","beeri",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus beeri",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10927888","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130709",NA,"Oligonychus plegas Baker & Pritchard, 1960","Baker & Pritchard, 1960","Oligonychus plegas","Oligonychus","plegas",NA,"species",NA,"Helle, W., Bolland, H.R. and Heitmans, W.R.B. A survey of chromosome complements in the Tetranychidae. International Journal of Acarology, 7: 147-156. (1981).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus plegas",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10929021","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130514",NA,"Oligonychus chazeaui Gutierrez, 1970","Gutierrez, 1970","Oligonychus chazeaui","Oligonychus","chazeaui",NA,"species",NA,"Helle, W., Bolland, H.R. and Heitmans, W.R.B. A survey of chromosome complements in the Tetranychidae. International Journal of Acarology, 7: 147-156. (1981).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus chazeaui",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10930144","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129487",NA,"Paraplonobia glebulenta Meyer, 1974","Meyer, 1974","Paraplonobia glebulenta","Paraplonobia","glebulenta",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia glebulenta",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10930494","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130172",NA,"Tetranychus fijiensis Hirst, 1924","Hirst, 1924","Tetranychus fijiensis","Tetranychus","fijiensis",NA,"species",NA,"Wainstein, B.A. Tetranychoid mites of Kazakhstan (with revision of the family). Trudy Nauchno-Issled. Inst. Zashchita Rastenii Kazakh., 5: 1-276. (1960).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus fijiensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10931389","7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128972",NA,"Petrobia brevipes Reck & Bagdasarian, 1949","Reck & Bagdasarian, 1949","Petrobia brevipes","Petrobia","brevipes",NA,"species",NA,"Reck, G.F. and Bagdasarian, A.T. Opisanie novyh vidov ie rodov Petrobia i Tetranychina (Tetranychidae, Acarina). Dokl. Akademia Nauk Armenia SSR. Erevan, 10: 189-192. (1949).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Petrobia",NA,NA,NA,NA,NA,NA,"Petrobia brevipes",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10933647","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130263",NA,"Tetranychus incestificus Tseng, 1990","Tseng, 1990","Tetranychus incestificus","Tetranychus","incestificus",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus incestificus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10934670","7ddf754f-d193-4cc9-b351-99906754a03b","2130760","2129573",NA,"Monoceronychus linki Pritchard & Baker, 1955","Pritchard & Baker, 1955","Monoceronychus linki","Monoceronychus","linki",NA,"species",NA,"Wainstein, B.A. A revision of the tribe Petrobiini (Reck) (Acariformes, Tetranychidae). Entomologicheskoe Obozrenie, 39: 214-226. (1960).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Monoceronychus",NA,NA,NA,NA,NA,NA,"Monoceronychus linki",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10934880","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130650",NA,"Oligonychus yuae Tseng, 1975","Tseng, 1975","Oligonychus yuae","Oligonychus","yuae",NA,"species",NA,"Tseng, Y.H. Systematics and distribution of the phytophagous mites of Taiwan, Part I. A revision of the mite family Tetranychidae, with an illustrated key to the genera of the world. Bur. of Commodity Insp. and Min. of Econ. Affairs, Rep. of China, Plant Quar. Bull., 10: 1-132. (1975).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus yuae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10935679","7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128937",NA,"Petrobia jingheensis Ma & Gao, 1991","Ma & Gao, 1991","Petrobia jingheensis","Petrobia","jingheensis",NA,"species",NA,"Ma, E.P. and Gao, J.R. A new species of Petrobia from China (Acari: Tetranychidae). Acta Entomologica Sinica, 34: 241-243. (1991).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Petrobia",NA,NA,NA,NA,NA,NA,"Petrobia jingheensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10935962","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130622",NA,"Oligonychus keiferi Tuttle & Baker, 1968","Tuttle & Baker, 1968","Oligonychus keiferi","Oligonychus","keiferi",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus keiferi",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10936862","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129465",NA,"Paraplonobia daryaensis Chaudhri, Akbar & Rasool, 1974","Chaudhri, Akbar & Rasool, 1974","Paraplonobia daryaensis","Paraplonobia","daryaensis",NA,"species",NA,"Chaudhri, W.M., Akbar, S. and Rasool, A. Taxonomic studies of the mites belonging to the families Tenuipalpidae, Tetranychidae, Tuckerellidae, Caligonellidae, Stigmaeidae and Phytoseiidae - PL-480 Project on mites. Lyallpur, Pakistan, University of Agriculture: 250 p. (1974).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia daryaensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10938389","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130126",NA,"Tetranychus schoenei McGregor, 1941","McGregor, 1941","Tetranychus schoenei","Tetranychus","schoenei",NA,"species",NA,"Flechtmann, C.H.W. and Hunter, P.E. The spider mites (Prostigmata : Tetranychidae) of Georgia. Journal of the Georgia Entomological Society, 6: 16-30. (1971).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus schoenei",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10940910","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130497",NA,"Oligonychus litchii Lo & Ho, 1989","Lo & Ho, 1989","Oligonychus litchii","Oligonychus","litchii",NA,"species",NA,"Lo, P.K.C. and Ho, C.C. The spider mite family Tetranychidae in Taiwan I. The genus Oligonychus. Journal of Taiwan Museum, 42: 59-76. (1989).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus litchii",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10941299","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129504",NA,"Paraplonobia tridens Tuttle & Baker, 1968","Tuttle & Baker, 1968","Paraplonobia tridens","Paraplonobia","tridens",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia tridens",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10941485","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130305",NA,"Tetranychus hydrangeae Pritchard & Baker, 1955","Pritchard & Baker, 1955","Tetranychus hydrangeae","Tetranychus","hydrangeae",NA,"species",NA,"Pritchard, A.E. and Baker, E.W. A revision of the spider mite family Tetranychidae. Memoirs Series, San Francisco, Pacific Coast Entomological Society, 2: 472 p. (1955).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus kanzawai",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10941658","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130171",NA,"Tetranychus polys Pritchard & Baker, 1955","Pritchard & Baker, 1955","Tetranychus polys","Tetranychus","polys",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus polys",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10944195","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130730",NA,"Oligonychus peronis Pritchard & Baker, 1955","Pritchard & Baker, 1955","Oligonychus peronis","Oligonychus","peronis",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Sales, F.M. Spider mites (Tetranychidae: Acarina) of the state of Ceara, Brazil. International Journal of Acarology, 3: 1-8. (1977).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus peronis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10944658","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130136",NA,"Tetranychus eharai Tuttle, Baker & Abbatiello, 1976","Tuttle, Baker & Abbatiello, 1976","Tetranychus eharai","Tetranychus","eharai",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus eharai",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10946416","7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129461",NA,"Paraplonobia concolor Chaudhri, Akbar & Rasool, 1974","Chaudhri, Akbar & Rasool, 1974","Paraplonobia concolor","Paraplonobia","concolor",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Paraplonobia",NA,NA,NA,NA,NA,NA,"Paraplonobia concolor",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10946608","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130113",NA,"Tetranychus pacificus McGregor, 1919","McGregor, 1919","Tetranychus pacificus","Tetranychus","pacificus",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus pacificus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10946682","7ddf754f-d193-4cc9-b351-99906754a03b","2129589","2129260",NA,"Mixonychus orissaensis Prasad, 1975","Prasad, 1975","Mixonychus orissaensis","Mixonychus","orissaensis",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Mixonychus",NA,NA,NA,NA,NA,NA,"Mixonychus orissaensis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10947836","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130185",NA,"Tetranychus urticae Koch, 1836","Koch, 1836","Tetranychus urticae","Tetranychus","urticae",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus urticae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10948740","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130131",NA,"Tetranychus gutturosus Tseng, 1990","Tseng, 1990","Tetranychus gutturosus","Tetranychus","gutturosus",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus gutturosus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10948871","7ddf754f-d193-4cc9-b351-99906754a03b","2130327","2130331",NA,"Neopetrobia adamanta Meyer, 1974","Meyer, 1974","Neopetrobia adamanta","Neopetrobia","adamanta",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Neopetrobia",NA,NA,NA,NA,NA,NA,"Neopetrobia adamanta",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10949323","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130608",NA,"Oligonychus flechtmanni Tuttle, Baker & Sales, 1977","Tuttle, Baker & Sales, 1977","Oligonychus flechtmanni","Oligonychus","flechtmanni",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Sales, F.M. Spider mites (Tetranychidae: Acarina) of the state of Ceara, Brazil. International Journal of Acarology, 3: 1-8. (1977).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus flechtmanni",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10950565","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130580",NA,"Oligonychus saccharoides Baker & Tuttle, 1972","Baker & Tuttle, 1972","Oligonychus saccharoides","Oligonychus","saccharoides",NA,"species",NA,"Baker, E.W. and Tuttle, D.M. New species and further notes on the Tetranychoidea mostly from the south-western United States (Acarina : Tetranychidae and Tenuipalpidae). Smithsonian Contributions to Zoology, 116: 1-37. (1972).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus saccharoides",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10950743","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130116",NA,"Tetranychus marianae McGregor, 1950","McGregor, 1950","Tetranychus marianae","Tetranychus","marianae",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus marianae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10951321","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130509",NA,"Oligonychus endytus Pritchard & Baker, 1955","Pritchard & Baker, 1955","Oligonychus endytus","Oligonychus","endytus",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus endytus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10952127","7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128973",NA,"Petrobia enodis Meyer, 1987","Meyer, 1987","Petrobia enodis","Petrobia","enodis",NA,"species",NA,"Meyer, M.K.P.S. African Tetranychidae (Acari: Prostigmata) - with reference to the world genera. Entomology Memoir, Department of Agriculture and Water Supply, Republic of South Africa, 69: 1-175. (1987).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Petrobia",NA,NA,NA,NA,NA,NA,"Petrobia enodis",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10952523","7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130585",NA,"Oligonychus grewiae Meyer, 1965","Meyer, 1965","Oligonychus grewiae","Oligonychus","grewiae",NA,"species",NA,"Helle, W., Bolland, H.R. and Heitmans, W.R.B. A survey of chromosome complements in the Tetranychidae. International Journal of Acarology, 7: 147-156. (1981).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Oligonychus",NA,NA,NA,NA,NA,NA,"Oligonychus grewiae",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10952986","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130320",NA,"Tetranychus cobrensus Baker & Tuttle, 1972","Baker & Tuttle, 1972","Tetranychus cobrensus","Tetranychus","cobrensus",NA,"species",NA,"Baker, E.W. and Tuttle, D.M. New species and further notes on the Tetranychoidea mostly from the south-western United States (Acarina : Tetranychidae and Tenuipalpidae). Smithsonian Contributions to Zoology, 116: 1-37. (1972).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus cobrensus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10953082","7ddf754f-d193-4cc9-b351-99906754a03b","2130084","2128763",NA,"Bryobia praetiosa Koch, 1836","Koch, 1836","Bryobia praetiosa","Bryobia","praetiosa",NA,"species",NA,"Livshits, I.Z. and Mitrofanov, V.I. The mites of the genus Bryobia C.L. Koch, 1836 (Acariformes, Bryobiidae). Trudy Gosudarstvennogo Nikitskogo Botanicheskogo Sada, 51: 1-112. (1971).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Bryobia",NA,NA,NA,NA,NA,NA,"Bryobia praetiosa",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10953858","7ddf754f-d193-4cc9-b351-99906754a03b","2130760","2129583",NA,"Monoceronychus enoplus Pritchard & Baker, 1955","Pritchard & Baker, 1955","Monoceronychus enoplus","Monoceronychus","enoplus",NA,"species",NA,"Wainstein, B.A. A revision of the tribe Petrobiini (Reck) (Acariformes, Tetranychidae). Entomologicheskoe Obozrenie, 39: 214-226. (1960).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Monoceronychus",NA,NA,NA,NA,NA,NA,"Monoceronychus enoplus",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
"NEW","10954980","7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130161",NA,"Tetranychus impatiensa Tseng, 1990","Tseng, 1990","Tetranychus impatiensa","Tetranychus","impatiensa",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda",NA,"Trombidiformes","Tetranychidae","Tetranychus",NA,NA,NA,NA,NA,NA,"Tetranychus impatiensa",NA,NA,NA,NA,NA,NA,NA,NA,"duplicate"
